category,model,language,english_prompt,accuracy,bad_format,Latency Mean,Latency Median,provider
Science,gemini-2.5-flash-lite-preview-09-2025,Nyankore,False,20.76502732240437,13.114754098360656,1.728658930054208,0.8644475999899441,Google
Science,gemini-3-flash-preview,Nyankore,False,60.65573770491803,0.0,11.509321202732504,5.251729300012812,Google
Science,gemini-3-pro-preview,Nyankore,False,72.6775956284153,0.0,24.714808970491575,17.91778489999706,Google
Science,gemma-3-27b,Nyankore,False,4.371584699453552,79.78142076502732,27.444033741530337,13.996698800008744,Google
Science,gemma-3-4b-it,Nyankore,False,0.0,100.0,43.228464574862954,26.773961300001247,Google
Science,gpt-5.2-2025-12-11-medium,Nyankore,False,52.459016393442624,0.0,5.601153709836014,4.7989029999989725,OpenAI
Science,o4-mini-2025-04-16,Nyankore,False,12.568306010928962,44.80874316939891,15.534560634972479,13.986795600008918,OpenAI
Science,qwen-3-32b,Nyankore,False,0.0,98.90710382513662,45.47046663989046,25.38085570000112,Alibaba
Science,claude-sonnet-4-5-20250929,Swahili,True,57.92349726775956,1.092896174863388,7.667796909393619,3.777091800002381,Anthropic
Science,fw-deepseek-r1-0528,Swahili,True,66.12021857923497,0.0,17.04357832786627,14.032542899949476,DeepSeek-AI
Science,gemini-2.5-flash-lite-preview-09-2025,Swahili,True,65.02732240437157,0.0,0.6938501994591206,0.5890051999595016,Google
Science,gemini-3-flash-preview,Swahili,True,87.43169398907104,0.0,14.379006606557208,4.31717490000301,Google
Science,gemini-3-pro-preview,Swahili,True,91.2568306010929,0.0,16.24508933606621,10.49043389997678,Google
Science,gemma-3-27b,Swahili,True,59.56284153005464,0.0,1.133280955738505,0.9751947000622748,Google
Science,gemma-3-4b-it,Swahili,True,35.51912568306011,0.0,0.605542015302112,0.5448274000082165,Google
Science,gpt-5.2-2025-12-11-medium,Swahili,True,85.79234972677595,0.0,3.0857022469955537,2.769521599984728,OpenAI
Science,o4-mini-2025-04-16,Swahili,True,74.31693989071039,0.0,7.606298248633447,6.535170100163668,OpenAI
Science,qwen-3-32b,Swahili,True,54.09836065573771,0.0,11.641199822961276,8.737963800085708,Alibaba
Science,claude-sonnet-4-5-20250929,Swahili,False,60.10928961748634,23.497267759562842,8.991318537709889,9.468032999895511,Anthropic
Science,fw-deepseek-r1-0528,Swahili,False,72.6775956284153,3.278688524590164,60.56275322241327,44.51771500008181,DeepSeek-AI
Science,gemini-2.5-flash-lite-preview-09-2025,Swahili,False,67.21311475409836,0.0,0.8178160131153208,0.6699448998551816,Google
Science,gemini-3-flash-preview,Swahili,False,89.07103825136612,0.0,48.28444870382564,8.817432900003041,Google
Science,gemini-3-pro-preview,Swahili,False,91.80327868852459,0.0,15.599237596721343,12.282217500000115,Google
Science,gemma-3-27b,Swahili,False,60.10928961748634,0.0,3.197932557924269,1.9971927998121828,Google
Science,gemma-3-4b-it,Swahili,False,25.136612021857925,0.0,0.7458756890560149,0.6673701999243349,Google
Science,gpt-5.2-2025-12-11-medium,Swahili,False,83.60655737704919,0.0,3.338618480327906,3.0240490999985923,OpenAI
Science,o4-mini-2025-04-16,Swahili,False,72.1311475409836,0.0,6.5276453814296245,5.967163500143215,OpenAI
Science,qwen-3-32b,Swahili,False,60.10928961748634,0.0,15.068780250818076,10.3961386999581,Alibaba
Science,claude-sonnet-4-5-20250929,Yoruba,True,50.27322404371585,2.185792349726776,6.15285668121162,4.341523100156337,Anthropic
Science,fw-deepseek-r1-0528,Yoruba,True,43.71584699453552,0.0,9.144794200001224,7.434678900055587,DeepSeek-AI
Science,gemini-2.5-flash-lite-preview-09-2025,Yoruba,True,44.80874316939891,0.0,0.7467393426204233,0.6253351999912411,Google
Science,gemini-3-flash-preview,Yoruba,True,86.33879781420765,1.092896174863388,15.91116649010998,5.130828000000292,Google
Science,gemini-3-pro-preview,Yoruba,True,91.80327868852459,0.0,16.339309425135855,11.249965699971654,Google
Science,gemma-3-27b,Yoruba,True,30.05464480874317,0.0,1.7331911316853974,1.238658000016585,Google
Science,gemma-3-4b-it,Yoruba,True,31.147540983606557,0.0,0.668460975957098,0.6089336001314223,Google
Science,gpt-5.2-2025-12-11-medium,Yoruba,True,73.224043715847,0.0,4.645644631149003,3.972466399951372,OpenAI
Science,o4-mini-2025-04-16,Yoruba,True,61.74863387978142,0.0,10.23218157595848,8.540524600073695,OpenAI
Science,qwen-3-32b,Yoruba,True,28.96174863387978,1.092896174863388,14.802782565030865,10.261686600046232,Alibaba
Science,claude-sonnet-4-5-20250929,Yoruba,False,41.53005464480874,33.87978142076503,12.481621420450859,12.388521899934858,Anthropic
Science,fw-deepseek-r1-0528,Yoruba,False,24.043715846994534,35.51912568306011,77.18570753278802,47.09402830014005,DeepSeek-AI
Science,gemini-2.5-flash-lite-preview-09-2025,Yoruba,False,39.89071038251366,0.0,0.7658800732209525,0.6350151000078768,Google
Science,gemini-3-flash-preview,Yoruba,False,85.24590163934425,0.0,6.367953660655935,4.07964340000035,Google
Science,gemini-3-pro-preview,Yoruba,False,90.1639344262295,0.546448087431694,15.551630851648232,10.992790699998295,Google
Science,gemma-3-27b,Yoruba,False,30.05464480874317,0.0,2.5690185819699076,1.323569000000134,Google
Science,gemma-3-4b-it,Yoruba,False,0.0,100.0,38.56701740383074,11.53360649989918,Google
Science,gpt-5.2-2025-12-11-medium,Yoruba,False,74.86338797814209,0.0,4.333804427868773,3.732260500000848,OpenAI
Science,o4-mini-2025-04-16,Yoruba,False,45.3551912568306,3.825136612021858,11.252107158462298,10.102209400152788,OpenAI
Science,qwen-3-32b,Yoruba,False,0.0,100.0,54.10465959017165,41.50005270005204,Alibaba
