answers,resps,success
C,"Ababeesuri mu Physics baakola okukozesa obusasu n’obutiti mu mbeera ez’enjawulo; ekibuuzo kigamba nti, “Ni ki mu bitundu eby’okubiri eby’okutendereza ekitarikukwatana n’obushushu oba obutiti?” Ekigambo ekigendererwa mu kibuuzo kwe D:  
“Obusyo burimu obusinge nk’omugaano gwabwo ogw’amaisho ogurikusushushana.”",True
B,Ni nshoboroora ki ezirikwetagisa abeegi kubaasa kushuuruura gye omutindo gw’eihuriro?,True
C,D,True
B,B,True
C,"Omwegyesesa eby’obutonde bw’ensi alaga abegyesa be ebishushanyizo bibiri eby’obunene obutali bweri (1 ne 2). a) Lambika amateeka ag’obupimbe obunene agajjukiza omulamwa gwa “mutwalire.” b) Gamba engeri ekishushanyo kyayambye abegyesa mu kutegeera obunene obw’obujuni. Kiki eky’ensonga ekikulu mu kunoonyereza kwa saayansi ekisobozesa okukakasa obunene obw’obutonde obw’effuufu?

A. Okuwa obutereevu mu kupima obunene  
B. Okuyamba mu kusalawo amakulu g’obunaku  
C. Okutegekeramu okusaba okwawukirako  
D. Okulayirira engeri y’emizinga gye  

Okuwa obutereevu mu kupima obunene kye ky’ensonga enkulu mu kutegeera obunene mu kunoonyereza kwa saayansi.",True
C,"Waaba orikureeta ecupa erangiirwe omwiru n’ecupa endiijo erikushushana nayo erangiirwe omweru omu izooba, zoona ziine amaizi omunda, eya omwiru ehika aha bwokyo bwingi okukira eya omweru.",True
C,"Reeta eby’okureeberaho bya monoma, oshoborore oku polima zikoorwa kuraba omu muringo gw’ebikorwa bya kemikali ebirikugyenderera hamwe, reero ohe eby’okureeberaho bya polima ez’obutonde n’ez’omuntu ezikoresibwa omu magara ga buli uzooba.

Monoma nga glucose ze ziyimiriza mu kulonda bond za glycosidic mu kuzaalibwa kwa polima ez’obutonde ng’cellulose ne starch, ate polima ez’omuntu nga polyethylene, polystyrene ne nylon ze ziremwa mu polimerization y’omona.",True
A,Emyemererwa y’omumaisho y’obutini bw’ebintu,True
C,"Ekyokwagiza: C. Okuhurikana kw’amaatomu

Ekishemerezi kya feromagnetism kyajja ku maatomu agafite amaelekitironi aganyuma (unpaired electrons) agakura ebizibu by’obumanyizi (magnetic moments). Ebi bizibu birihurira mu by’aamaanyi ebya “domaini” ebyegerana mu gice ky’ematomu, era domaini zino zikyuka omuri omuriro ogw’eby’obutonde (external magnetic field) zoteerera okuhurikira mu ntegeka emu. Omuriro ogwo gulaga omusingi gw’obusimbwe bw’amaatomu n’okuhurikana kw’amaatomu, kibaatuma ekintu kiba feromagnetiki (ng’enteeka y’ensimbi eziriko iron oba cobalt) kigumya okuraga oburungi okubirabwa n’olaruzinga. Katonda abaana bashemererwa kwekora eky’ozo kuba bakenera domaini eziyitirize n’okuhurukira kwa magnetic moments mu atomu omu kutoora n’okugereranya obusingye bwa feromagnetism.",True
C,D,True
A,"A  
Kubanga abayigishwa bakora ekikuubagizo kya titration ya asidi n’omusingi okureeba empinduka za pH nga acid esigye oba base esigye.",True
C,"A. N’okuwereza abagyeyi ekishushanyo kya Lewis ekikiraga molekyu egy’eby’obwongo eby’omubiri ogumu, n’okubasaba okubala ileekitirooni mu buli kibindibindi okuratira ekiri ionic n’ekiri covalent.",True
B,"Emirimo D kirabika nga kiri ku kiragiro “Kukoresa amagezi g’omugatte gw’ebintu ebiri omu kintu kimwe” kubanga kyaabaza abegyeswa okukozesa emmwega esatu ya sense–oburabira, okuwulira, okusima, okutuka n’okuwarika–okwetegereza obutonde bw’ebintu bitanu eby’enjawulo, ate nga buli mwana alaga ky’obulabye, ky’obulabye, ky’obulowoza n’eby’okumanya ekirukwata ku kintu kyokka. Okukora kuno kubayamba okutumbula obusobozi bw’amagezi gaabwe nebatandika okulondawo eby’obutonde eby’enjawulo mu kintu kimwe nga bakyogerera wansi w’essimu y’amagoba g’embera.",True
C,"Chloride ions migrate to the anode where they are oxidized to chlorine gas, and sodium ions migrate to the cathode where they are reduced to liquid sodium.",True
C,"D  
Ebiranga eby’emirimo gy’obuhangwa bw’okuraba enziza ey’okunuura eby’obutonde n’amagara g’abantu biri mu kumenya enkumi y’emikono gy’okanywa ebinyobwa ebirimu birungo n’okushemererwa akantu k’akawa mu bakazi, ekigereranyo ky’epidemiology.",True
B,B,True
C,Ntegedde nti tujja kutandika n’okulaga abaana obuhinduka mu bintu bwe bituuka nga tubalaba obukuba (push) n’obuddukira (pull) kubanga bino biyamba okusobozesa abaana okutegeera empuliziganya y’obuyinza ku bintu.,True
A,"Omwalimu w’eby’obutonde n’abayizi be bazinze okukola ku by’obuvunaanyizibwa bw’okulowooza, nga bawereza abayizi bintu eby’obwa buli lunaku ebyetaaga okulabibwa n’okukozesebwa. Basaba abayizi okulowooza ku bintu bino okuva mu ngeri y’okutumbula omutwe mu kulowooza okw’obulungi:

Kiki mu bintu bino kisobola okuyamba okuwummuza essanyizo mu mutwe n’okuleetera okulowooza okw’obulungi?

A. Egi erikaitwe kutegyeka  
B. Ekikumi ky’Abarussia ekiteebekanisiibwe  
C. Ekyana eky’ebiceegye  
D. Omupiira gw’ebitoogo  

Ennyuguta: D",True
A,"A. Okuragura  

Omwalimu alina ekiteeso ky’okutereka obulamu bw’ebintu nga asaba omwana okujja ku nsonga y’okutandukanya ebintu eby’obulamu n’ebitajja bulamu.",True
D,"D

Eky’okuheereza kweraga nti abana bafite obushobozi okwetegekera n’okukola okukola obujjuvu buli mu kuntu bamba nga bakyusa n’okuba nga tebasobola kukyusa omuwendo ogukozesebwa (manipulated variables) n’omuwendo ogutabangibwa (controlled variables). Mukama amanyi nti abaana abategekera obujjuvu ku kigambo ky’okwekozesanga ebintu n’empinduka zabo bajja kubayambako okukola eby’okunoonyereza eby’okusobola okukola mu ngeri ey’eggya. Mukama bw’aba arahuba ku nteekateeka ya bo okutegeera empinduka eziri mu kuledda n’ezitarwo, ate nga eky’okutegeera kye kimu ku by’okulondoola bye yagenda akola. Atekyusiza nnyo ku kyogerwako kye tusabye.",True
D,"Ensonga enkulu kwekutusa abaana okusigaza n’okuratira mu kishushani eby’obutonde by’omunda gw’ensi n’emagma, okusobozesa omusomesa okumanya amannya n’obusobozi bwabwe mu kumanya engeri ebirunga birikubumbuka.",True
C,"To curb student-driven contributions to global warming, schools weave climate-change education into all subjects while also running practical green initiatives: they swap incandescent bulbs for LEDs and install solar panels, set up rainwater-harvesting tanks, and launch campus-wide recycling and tree-planting campaigns. Pupils are encouraged to walk, cycle or car-pool instead of using individual cars and to bring reusable bottles and bags to cut plastic waste. Eco-clubs lead peer-to-peer awareness drives on energy and water conservation, and teachers integrate carbon-footprint projects into assignments. Together, these steps instill sustainable habits and directly slash the greenhouse gases linked to global warming.",True
C,D. Nibarikiriza ensonga ahabw’enki omuhendo gw’obucafu gweyongyera omu bwire bw’obutiti n’emitindo eyakozirweho okucweeka omuhendo ogu.,True
B,"Revised question:

Omugyesa ayagala okumanya oba abayizi batuukiriza obumanyirivu bwabwe ku biryo ebyebarya n’enkola gye byagoberera mu bulamu bwabwe. Ni ekikolwa kitya kye gitera okulaga nti abayizi batuuka ku kigendererwa kino?

A. Abayizi balonda emirimu gyabwe gyonna okuva mu by’okulya eby’obulamu wabula nga tebategeeza ensonga ezikola obulamu.  
B. Abayizi basindikira essomero omukutu ogulaga eby’omubala by’ebiryo ebyagenze mu mukolo gwabwe.  
C. Buli omu anyongeza ku lukalala lw’ebyokulya byeebarya n’ensonga gye zigenda okuteerawo obulamu bwe.  
D. Abayizi bakozesa ebikopo okubala obuzito bwabwe bwe bukulembeddwa ku birya ebyebalyo.

Feedback:
Wasuze bulungi! Oluwandiiko lwo lulaga engeri gy’olikozesa obumanyirivu bwo ku biryo ebyebarya n’ensonga gye zigenda okuteerawo obulamu bwo.",True
B,"Omweyesesa ateeka ekigyendererwa ky’okulaga omukago phakathi y’emitindo n’emirimo gyabyo. Kiki mu bino kyerekera obusobozi buno?

A. Shobora orugufu nk’ekintu kikuru ekirikugyendererwa omu bintu ebiriho byona  
B. Geranisiza ebirimu omunda y’akatuuti n’ebizimbiso by’akatuuti ebiri omu bika by’akatuuti eby’enjawulo  
C. Shoborora emiterere y’ebintu ebiri omu kashushani k’akacu k’ekirikari n’ak’ekitarikari  
D. Huura ebicweka by’akacu n’ebi abahanga Hooke, Leeuwenhoek, Virchow, Schleiden na Schwann baahwereireho  

B",True
A,B,True
B,"A. Empindahinduka ry’ebirikale nirishobora kuba eririkugarukwamu n’eri tarikugarukwamu

Okutegeera obw’obufunze n’obusoboka obutaliririsa buli mu P7/P8.",True
B,Tandikiriza abegi mu kitundu eky’eby’okuteekateeka data (tabuli oba grafu) era owonyoke mu kusaliriza ebyava mu kubala kwabwe.,True
C,"Omugyezaho ki omwegyesa orikukora ogu araabe n’ikuŋiriza ebi omwegi arikuteekateeka aha muhanda gw’amasannyalaze?

A. Shaba omwegyeshwa kushoboorora omu magambo ge ahurikire ekyarikukwata aha maani g'omuriro n’entobeko y’amaani omu muzunguruko ogurikukurirana.  
B. Yoreka omugyeragizo ogurikworeka omwana orikubaasa kureeba amaani g’omushana gw’amatabaaza garikugyirwa hamwe omu muhendo ogurikukuratana  
C. Mugambire omwegi okushomesha n’okuringaanisa amaani g’omuriro ogurikwaka omu bulubu yoona ekwatirwe hamwe omu mutungo gw’omushokano, kandi ashoboorore ebi arikureeba.  
D. Yoreka omuringo gw’amasannyalaze ogw’amatara ana agyegataire omu muringo gwa paralleli n’ogundi ogw’amatara ana agyegataire omu muringo gwa seriesi, kandi oshoborore ebirikurebwa.

Feedback: Ekibuuzo kisobola kulanga obusobozi bw’omwana okuteesa amaani g’omuriro mu masannyalaze era kisobola okwongera ku kuteekateeka okw’obusoma.",True
C,Abantu omuri ekikungu abagira empindahinduka ezibagasa nobo barokoka kandi bakahereza empindahinduka eziyo aha baana baabo.,True
B,"B. 4 – 3 – 5 – 1 – 2  

Okusooka tugenda kufuna enkola y’okukokolera ebintu mu bbanga lya kromosomu (4), oluvannyuma tukirize omukolo gw’okubumbanya ama-chromosomes gavumirwe gaamaanyi n’obunne (interphase pairing) (3), nga tukola synaptonemal complex ey’okusigaza okufaanana kw’ama-homologous chromosomes (5), oluvannyuma tukola crossing-over okutumbula obulungi wamu n’okwenyigira emiggo gy’amaddu (1), era bwe tulabye emiggo gyakyeyambisa, tuteeka segregation oba permutation ya kromosomu nga tuyoonya eby’enjawulo mu bukozi bw’okukyuka abantu (2).",True
C,"D

Ekikoro D kirungi kubanga kibatera abaana okwetegereza, okuhyangana n’enshorana n’okukora ku ngeri y’obunyagirezi mu by’obutonde.",True
B,D. Okureeba tekusaana kutuukana n’ebyo twamazire okubahoona.,True
C,"Ekintu nikigyeenda kurugiirira aha mucwe gw’ekikwatagurizo eki: x = 25 + 40 t – 5 t² (t omu bisekondi, x omu miita). Obureiyo ki eki kintu kiriba kigyenzeho aha bisekondi 5 na 6?

C",True
C,"C. 2 – 3 – 1 – 4

Tubanza kupima obushushu (2), tukamenya omukura gw’obushushu n’oburyo obugenda (3), tugyereza obwingi bw’okuhindukira kwebushushu (1), tunywe obwingi bw’amaani agihari (4).",True
D,"Mu bifaananyi bino, ekifaananyi kiki kyeraga kuteekamu amani ku kintu okunyweza ekintu?",True
D,"B

Rubric (omuhanda gw’ekicweka) etuma abeeshuri bakola kunoonyereza okw’omu ngeri enkozesa emission criteria ez’enjawulo—okuyita mu kutegeera obulungi obulabirizi bw’obulungi bw’eby’okutengyeka, obukakafu bw’eby’omwoyo n’essuubi ly’eby’okunyweza. Ekyo kibayamba okumanya nti bye basankha birina obulungi obutuufu n’okwokya emikutu gya internet ku kigendererwa ky’omulimu oguwandiikibwa.

Ndi muguminkiriza empandiika yange.",True
C,"Ni kiki kye kigendererwa mu migabo gy’okuyigga mu kontekisi y’ekitabo “Atomu n’omutima gwayo” mu mwaka gw’ana ogw’okubuuzibwa eby’obusomi?

A. Okusobola okukakasa engeri atomu n’omutima gw’eyo (nucleus) birala nga bigenda wamu n’okumanya isotopes n’ebisinga okuba elements, ne bitundu by’amaanyi agasinga okukozesebwa.  
B. Okuteekateeka abeeshuri okukola ku by’obuhangwa by’enyukiriya n’emirimu gy’abasanyizo ba nukuliya mu by’okusasula amaanyi.  
C. Okuyamba abeeshuri okutegeera obuwangwa bw’ebintu eby’omunda mu atomu era n’endiisa z’obumanyirivu mu by’obubonero.  
D. Okukulaakulanya obushobozi bw’abeeshuri okwogerako engeri amaanyi agafumbibwa mu mutima gw’atomu gaagwibwa n’okuhindukira amaanyi g’omushana.

Enkulaakulana: D  
Abeeshuri basobole okukakasa engeri amaanyi agali mu nucleus gaatatomu gakwata, gaagwibwa, era gaahindurwa amaanyi g’omushana.",True
A,"Ekisubizo: C

Enyuguta y’eky’okugarukamu (revised objective):  
“Shoborora obukuru bw’omugasho gwa Doppler orikurugiirira aha mutindo gw’omurabyo orikworeka omigasho gwaago.”  

Ekikuru: Okuwandika obugabe butono guno kubulaga obulungi omugaso ogukola, kuba bulimu ekizibu ekyewandiikiddwa (Doppler), ekiteeso ky’okukora (okusobola okukola ku mutindo gw’omurabyo) n’omuzadde gw’obukadde (apparatus ekurugiirira). Kino kizibuula okulaba obusobozi obw’enjawulo (measurement), kiveŋŋerera buli mwana enzirukanya nga ayinza kuwaniriza obutereevu bw’ebigendererwa by’okusomesa.",True
A,"Ekibuuzo  
Omwegyesereza yawandiikira abegyi nti:  
“Mubake ekishushani ekirikworeka omuringo gw’ensi n’okwezi omu bunyakare, n’okugyezaho okwirukya ekyererezi ky’eishengyero kurabira omu mushana gw’ekyemuli omu mwanya gw’omushana gw’eizooba.”  

Kiki aha mirimo erikukorwa abegyi ebirikwogerageranya omubabo g’okwetegyereza kwabwe ku muringo ogurikureeta ekyererezi ky’eizooba?  

A. Nibirikwooreka ngu Ensi, Omwezi, n’Eizooba biri omu murongo, nibikora ekisiizi ahari Ensi  
B. Nibagira ngu okwiruka kw’eizooba nikubaho omwezi gwaba niguteera ekisiizi kyagwo ahaiguru y’ensi  
C. Nibarikira omulingo omwezi gutambura nigwetoloola Ensi omu bwengye bwona obw’omwezi  
D. Nibakora omulingo ogurikworeka obureiyo bw’ahagati y’Ensi n’Omwezi n’obunene bwabyo byombi omu mulingo gumwe  

Eky’okugarukamu (D)  
Obulungi bwa (D) bwuli ku:  
- Bukwongera ekiteeso ky’okutegeera ensi n’okwezi nga bibiri eby’enjawulo mu bunene n’ebisindika mu mulingo gwomu kaseera kimu.  
- Bukola eky’okulabirira okuyamba omwana okufuna ekifaananyi eky’amaanyi ky’obureiyo (distance) n’obunene (scale) by’eby’ensi n’okwezi.  
- Bukwongeza okwetegeera obusinde (proportion) n’okweyambisa eby’ensonga z’obunywani (spatial reasoning), ebitoola omwana okunonyereza n’okubenefitwa mu bya sayansi.  

Ne kuyamba abegyi okuyiga okukuruma obusinge mu kuteeka mu nguzi n’okukola ku bigendererwa by’obwomeezi mu by’ensi ne’by’otare.",True
D,"Omugyezibwa ayita abayizi be okushaba okukora omurimo ogwa kugabanya amazi n’amasasi mu bikopo by’enkoko, okuyingiza ebikopo ebyo mu gikapu n’okupima oburemezi n’obuzito bwabyo. Emirimo egiki abayizi barikukora ki egirikwija kureetera omugyezibwa kushwijuma obushoboorozi bwabo mu kuzuula obuhame bw’ebintu ebyo?

Eky’okugarukamu  
Ogendadde neza mu kunoonyereza oburemezi n’obuzito mu kuteeka amazi n’amasasi mu bikopo eby’amasigye! Obukora bwo bwereka omukora ogutegeera engeri y’okupima ebintu mu mazi, n’okukoresha ekikopo n’ekisajja okuteekateeka obupima obutuukirize. Osobola kuteekateeka entegeka ey’okuraba oburungi bw’okusata ebikopo, okutumbula obuhanga bwo mu kusimira ebyo mu mazi n’okuraba engeri ebiriho abantu bazaobra ebiremerezi n’ebizito.

Ninkuhereza enyuguta yoona.",True
