answers,resps,success
D,"Nkurata empandiika eno:

Ignacio ashoborra aha clownfish n'anemone. Clownfish egira oburinzi kuruga omu anemone okurwanya enyamaishwa, haine anemone nayo erinzirwe ahabw'okuba clownfish eginga enyanja endiijo ezirigirya anemone.

Omu mbeera eno, ebiramu byombi birinzibwa - clownfish egira aho kwekweka n'oburinzi, haine anemone egira aho kurinzibwa kuruga omu nyanja endiijo. Ebi ni byombi birinzibwa omu mukago gwabyo.

Mutindo gw'omukago gw'ebiramu ogu ni:

**D**",True
D,"Nkutegeeza ngu ekibuuzo kiri kukwata aha by'okumanyisa abegyesa amakuru ki barikwetaaga kwetegyereza kubaasa kwega aha bwolekyezi bw'obusaale omu nsingye z'eby'okurya.

Omu kusoma ekibuuzo:
- Omwegyesa arikwetaaga kwetegyereza abegyesa amakuru g'obwolekyezi bw'obusaale
- Ekyo kirikukwatiraine n'ensingye z'eby'okurya

Nkureeba eky'okugarukamu:

A. Emiramidi z'omubaro gw'abantu - Ekyo kirikukwatiraine n'obuhangwa, tikirikukwatiraine n'obusaale bw'eby'okurya

B. Enyegano eziri ahaagati y'ebiriika by'ebintu ebirimu obumwe - Ekyo kirikukwatiraine n'obusaale bw'eby'okurya, okumanya ebiriika by'ebintu (nutrients) n'enyegano zaabyo

C. Abaguzi abakuru n'abaguzi abato - Ekyo kirikukwatiraine n'economics, tikirikukwatiraine n'obusaale

D. Okuhindura n'okukuumira amani - Ekyo kirikukwatiraine n'energy, tikirikukwatiraine n'obusaale bw'eby'okurya

Eky'okugarukamu ekikwatiraine n'obusaale bw'eby'okurya n'ensingye zaabyo ni:

**B**",True
A,"Ninkwetegereza ekibuuzo eki eky'okuhikire:

Ekibuuzo kirikubaza aha mbeera y'ekikorwa ky'omutima (pacemaker) - ni kihi eky'okureeberaho ekirikubaasa kuhwereera abegyeswa kwetegyereza obuhangwa obu gye?

Ninkureeba ebigaruzo:

**A.** Muremeeho eky'okureeberaho ky'ekikorwa ky'omutima (pacemaker) omu bibinja murondireho omugisha ogurikukurata omuringo ogurikumanywa kandi ogw'amazima.

**B.** Kora ebimukwaso by'omutima byahindwire bita kandi okore olupapura rw'okumanyisa

**C.** Tebeekanisa erikukwata aha mbeera y'omutima: Ebiriho ebihyaka omu by'okuteekamu omutima ogutahwera (Pacemakers) [n'empandiika endahi erikugambira aha pacemakers]

**D.** Omukono gw'ebiro ogurikworeka abasheensi abagiziire omugisha omu by'amanywe g'omutima (pacemakers) ogu twine obu.

Eky'okugarukamu ekirikusingamu ni **A** - okukora eky'okureeberaho (model/demonstration) ky'ekikorwa ky'omutima omu bibinja, ahabw'okuba nikyetaho abegyeswa okureeba n'okumanya omuringo gw'okukora gw'amazima gw'obuhangwa obu.

**A**",True
B,"Nkwetegereza ekibuuzo:

Omwegyesa ayenda kwegyesa abeeshuri kumanya embeera y'okuzimba (adaptive/acquired immunity) nk'ekicweka ky'obwirwanirizi bw'omubiri. Turikwetaaga kunoonya nshonga erikworeka embeera y'okuzimba, etari embeera y'okubanza (innate immunity).

Nkareeba ebigaruzo:

A. Obuhagyi burikwata ebirwanisa endwaara nibyo bireetera obutofaali bwa T kureeba ebirwanisa endwaara - Eki kirikworeka embeera y'okuzimba (adaptive immunity) ahabwa obutofaali bwa T burikukwata aha bintu ebirikurwanisa endwaara (antigens) omu nshonga y'okuzimba.

B. Obuturofiri nibwo buryo bw'okurya obutofaayo bw'ebintu ebirwaza - Eki kirikworeka embeera y'okubanza (innate immunity), etari embeera y'okuzimba.

C. Obuturo bw'omubiri (T lymphocytes) oburikukwata aha kintu eki (antigen) butandika kweyongyera - Eki kirikworeka embeera y'okuzimba ahabwa T lymphocytes nizirikukwata aha antigens kandi nizeyongyera (clonal expansion).

D. Oburofa B nigarukira omu oburofa bwa plasma oburekura obuzito bw'omubiri - Eki kirikworeka embeera y'okuzimba ahabwa B cells nizigarukira omu plasma cells ezikora antibodies.

Ebigaruzo A, C, na D byona birikworeka embeera y'okuzimba. Ariko C niyo erikworeka omu burara obweru embeera y'okuzimba - T lymphocytes zirikukwata aha antigen kandi nizeyongyera.

**C**",True
D,"Nkwetegereza ekibuuzo:

Omwegyesa aine ekigyendererwa ky'okureetera abeeshuri kuhika aha kicweka ky'okumanya omukago oguri hagati y'omurimo gw'enteekateeka y'okusiiga omu byenda n'ebyetago by'obusi bw'omubiri.

Nkwetegereza ebigarukamu:

A. Teekateekire ekiteekateeko ky'okushobora kumanya omukago oguli ahagati ya lipaze na lipidi - Eki kirikukurata aha mukago hagati y'enzima (lipaze) n'ekindi kintu (lipidi), tikirikukurata aha mukago hagati y'enteekateeka y'okusiiga n'ebyetago by'omubiri.

B. Tebeekereza omulingo gw'okukora ekigereso ekirikworeka omulingo amara g'omunwa garikukoramu aha by'okulya ebirimu sitashi - Eki kirikukurata aha omulingo gw'okusiiga sitashi omu munwa, kirikworeka omukago hagati y'enteekateeka y'okusiiga (amara g'omunwa) n'ebyetago by'omubiri (okusiiga sitashi).

C. Shwijuma ebintu ebirikukora omu kucwekyereza kw'ekigeragiro kya pepsin aha protein - Eki kirikukurata aha omulingo gw'okusiiga protein gusa.

D. Shwijuma ekishushani ekirikworeka oku ishuukari omu musaayi erikuhinduka bwanyima y'okurya eby'okurya ebirimu amaka g'emishwi mingi - Eki kirikukurata aha kuhinduka kw'ishuukari omu musaayi gusa.

Eky'okugarukamu ekisaaniire ni:

**B**",True
B,"Nkwetegereza ekibuuzo:

Omugurusi ari kukora aha mutwe gw'eby'okumanya eby'omubiri ogurikusiiriira, kandi nayenda kushoboorora omugasho gw'obuhangwa bw'obutito omu bantu.

Ekibuuzo nikigamba: Nikirikurikurugaana n'enteekateeka etariyo y'abanyeshuri aha bikwaata aha buhangwa bw'obutito?

Ninkwetegereza buri ky'okugarukamu:

A. Oburobiotiki nigwo bakteria - Ebi nibikwatiraine n'obuhangwa bw'obutito (bakteria)

B. Obutakiti nibubi aha biramu - Ebi nibikwatiraine n'obuhangwa bw'obutito (virusi)

C. Obutakago bw'omubiri nibworobera okufunza eby'okurya omu nda - Ebi nibikwatiraine n'omurimo gw'omubiri, tari buhangwa bw'obutito

D. Obutambi bw'okurwanisa endwara nibwita obucooko obugasa n'obutagasa omubiri - Ebi nibikwatiraine n'obuhangwa bw'obutito (bacteria ezigasa n'ezitakugasa)

Eky'okugarukamu ekitarikukwatiraine n'obuhangwa bw'obutito ni:

**C**",True
D,"Nkwetegereza ekibuuzo:

Omwegyesa aine ekigyendererwa ky'okureetera abanyeshuri be kuteekateeka ebi barikuteekateeka ebirikukwata aha bintu ebimwe ebi abantu barikukoresa **ebimanyiso by'ebiramu**.

Ninkwetegereza buri ky'okugarukamu:

A. Ekisho ekirikworeka empinduka ezabaho omu muringo gw'okukopiinga ebintu - Eki kirikukwata aha technology y'okukopiinga, tikirikukwata aha manyiso g'ebiramu.

B. Okukora ekipande aha muringo gw'okukora ebinyabuzima eby'omutaano - Eki kirikukwata aha biotechnology, ebinyabuzima by'omutaano bikolebwa kukoresa ebimanyiso by'ebiramu (genetic engineering).

C. Okushoma kw'ekiteefu aha buheereza bw'obutonde bw'omubiri (gene therapy) - Eki kirikukwata aha gene therapy, ekirikukoresa ebimanyiso by'ebiramu.

D. Omwandiko ogurikukwata aha nkoresa y'obutoffaali bwa stem omu kwongyerera abantu - Eki kirikukwata aha stem cells, ekirikukoresa ebimanyiso by'ebiramu.

Ekibuuzo kirikugamba ""ebintu ebimwe ebi abantu barikukoresa ebimanyiso by'ebiramu"" - eki kirikureeba aha examples nyingi. Eky'okugarukamu **B** kirikureeta omurimo gw'okukora ekipande ogurikworeka examples nyingi ez'ebinyabuzima eby'omutaano ebikolebwa kukoresa biotechnology.

**B**",True
A,"Ninkwetegyereza ekibuuzo:

Omwegyesa ayenda abegi be bakore ekigezeso eky'okwetegyereza omulingo gwa plasmolysis. Plasmolysis ni omulingo ogurikubaho omu seli z'ebimera omu bazitiiremu omu mazzi agalinamu omunyo mungi (hypertonic solution) - amazzi garikuva omu seli, kandi protoplasm erikuva aha rukuta rw'eseli.

Ninkwetegyereza buri ky'okugarukamu:

A. Ebitaata ebyotyotyirwe omu mazzi g'omunyo - Eki kirikukwatiraine n'omulingo gwa plasmolysis omu seli z'ebimera.

B. Enyama esiisikwa omu mazzi g'omunyu - Eki kirikukwatiraine n'osmosis, kyonka enyama tiine seli z'ebimera.

C. Karoti etumbire omu maizi - Eki kirikukwatiraine n'osmosis n'enkyukakyuka omu seli z'ebimera.

D. Omubiisi gw'amazzi agashekusheku - Eki tikwatiraine n'omulingo gwa plasmolysis.

Eky'okugarukamu ekisinga kukwatiraine n'okwegyesa plasmolysis ni **A** - ebitaata ebyotyotyirwe omu mazzi g'omunyo, kuba eki kirikworeka omu buranguzi omulingo gwa plasmolysis omu seli z'ebimera.

**A**",True
C,"Nkwetegereza ekibuuzo:

Omwegyesi arikwenda kushwijuma ekigyendererwa: ""Kushoboorora ngu ebintu ebiriho bikozirwe omu butaffa bw'omubiri bumwe rundi obwingi kandi ngu obwo butaffa butebeekanisibwe omu bintu nk'ebitundu by'omubiri, endimi, n'enkora z'omubiri.""

Ekigyendererwa eki kirikukurataho:
- Ebintu bikozirwe omu butaffa bw'omubiri (bumwe rundi obwingi)
- Obutaffa obu butebeekanisibwe omu: ebitundu by'omubiri, endimi, n'enkora z'omubiri

Nkwetegereza ebigarukamu:

A. Nibarikirira ebiri aha bishuuru by'omubiri - Eki kirikukurataho ebitundu by'omubiri n'enkora

B. Nibamanya ngu obutofaali bwona buruga omu butofaali obundi - Eki kirikukurataho evolution/okuhinduka

C. Nibarikirira emikago hagati y'ebicweka by'omubiri - Eki kirikukurataho emikago y'ebitundu

D. Nibarikiriza omukago oguri ahagati y'okubaho n'obwingi bw'ebintu - Eki kirikukurataho ecology/omukago gw'obutonde

Eky'okugarukamu ekikwatiraine n'ekigyendererwa ky'okumanya ngu ebintu bikozirwe omu butaffa bw'omubiri (cells) n'ebitundu byabyo ni:

**A**",True
B,"Nkwetegereza ekibuuzo:

Omwegyesa ayenda abegi be bategeere ngu saayansi n'omuringo oguhinduka kandi ogukorwa abantu boona omu bwire oburikwingana. Ekibuuzo nikigamba aha kuhayo ekicweka ky'okushoma ekikwatiraine n'omutwe gw'ebishushani by'ensi (plate tectonics, okutetenkanya kw'ebitare by'ensi, n'ebindi).

Ninkwetegereza buri ky'okugarukamu:

A. Shwijura ebirikuhigaana n'enyegyerera y'ebitare by'ensi - Eki nikireeta ebimanyiso byonka, tikirekera abegi kwega aha muringo gw'okuhinduka gw'saayansi.

B. Kukora omukago ogw'omugambo gw'okutetenkanya kw'ebitare by'ensi gwatungwa ota? - Eki nikireeta omugambo gumwe gwonka, tikirekera kwega aha muringo gw'okuhinduka.

C. Ahabw'enki ekiyitwa ""enyegyesa y'ebitare by'ensi""? - Eki nikireeta amazina gonka, tikirekera kwega aha muringo gw'okuhinduka gw'saayansi.

D. Buzaho ebireeberezi ebyabaireho omu mwiko gw'ensi ahabw'okugyeza kw'ebipande by'omwiko gw'ensi - EKI nikireeta abegi kwega aha nk'enyegyerera yaahindukire omu bwire, kandi nk'abantu baagyezire n'okwongera okumanya omu bwire oburikwingana.

**D**",True
D,"Ninkwetegyereza ekibuuzo:

Omwegyesa akora emirimo 4 ekurikukwata aha mutegekere gw'akatomu. Ekibuuzo nikibaza muringo ki ogurikuhiga okwega okurikugyenda nibukura (okuruga omu byasooka okukora omu byahikire).

Ninkwetegyereza emirimo:
1. Kushoma aha mutegekere gw'akatomu ogwa hati
2. Kukora ebizibu/okukora emibaro
3. Kuganira aha ku akatomu ekagyenda nikihinduka (history/evolution)
4. Kugyeragyeranisa emitego etari emwe

Okwega okurikugyenda nibukura (constructivist approach) nikwetandikira omu:
- Ebya hisitori/evolution (3) - kwetegyereza ngu akatomu kyahindukire kitya
- Kugyeragyeranisa emitego etari emwe (4) - kwetegyereza obuhinduke
- Kushoma aha mutegekere gwa hati (1) - kwetegyereza ogwa hati
- Kukora ebizibu (2) - okukozesa okwetegyereza

Muringo: 3 - 4 - 1 - 2

**C**",True
A,"Nkwetegereza ekibuuzo:

Omwegyesa ayenda abegyesa kumanya amakuru g'ekipimo ky'obushyuushu. Ni kihi ekiteekwa kubanza kwegwa?

Nkwetegyereza ebigarukamu:

A. Amaani g'amaisho - Eki tikiri kikuru munonga omu kupima obushyuushu
B. Okurora kw'obushuushu - Eki kikwatiraine n'obushyuushu nari tikiri kya mbere
C. Okugaziika kw'ebintu ahabw'obushuhe - Eki ni ekikorwa ekiva omu bushyuushu nari tikiri kya mbere
D. Emishaanuro y'okupima obushuushu - Kubanza abegyesa nibateekwa kumanya emishaanuro (units/scales) ey'okupima obushyuushu (nka degrees Celsius, Fahrenheit, n'ebindi) mbere y'okwega ebindi

Eky'okugarukamu ekituufu ni:

**D**",True
D,"Ninkwetegereza ekibuuzo:

Marcial nashomera abegi omugani ogurikukwata aha mushaija owaateeka enyama z'oburo bw'entaano. Omushaija yaatekereza ngu ku yongyera amaani g'omuriro, amaizi nigaza kwokya munonga kandi enyama z'oburo nigateekwa bwangu. Abegi nibakiriza eki omushaija yaakozire.

Ekibuuzo nikigamba: Ni enki aha bikorwa ebi Marcial ashemereire kutebeekanisi abegi be kuremesa enyikiriza zaabo ez'obuto?

Enyikiriza y'obuto egi ni: Okwongyera amaani g'omuriro kiza kureeta amaizi okwokya munonga.

Amazima: Amaizi garikwokya aha obushushu bw'100°C (aha omutindo gw'enyanja) - obushushu obu tibuhinduka noobu wongyera amaani g'omuriro. Amaani g'omuriro giza kwongyera obwire bw'okuhikira aha obushushu obwo, naye tibuguhindura.

Ninkwetegereza ebigarukamu:

A. Kushwijukya oku obushushu bw'amazzi oburikuteerera buhinduka ota - Eki tikiri kituufu
B. Kupima obwire oburikwetagisa okuhuumura amaizi - Eki tikiri ky'ekibuuzo
C. Kutebeeka omuringo gw'okushwijuma enshobano y'obushushu - Eki tikiri kituufu
D. Okwotsya amaizi, yongyera amaani g'omuriro, reero opime obushuushu buri sekendi 30 okumara edakiika 4 - Eki kiza kworeka ngu obushushu tibuhinduka noobu wongyera amaani

**D**",True
D,"Nkwetegereza ekibuuzo:

Omugyezibwa ayenda abeeshuri bamanya obwingana bw'okunoonyereza kw'okugezesa okurikukwata aha maani g'okuremesa. Abeeshuri bareeba ngu obu bateeka ekipinga aha meza kandi bagiterera, ekipinga kitandika kuseerera.

Ekibuuzo nikigamba: Niki ekirikubaasa kwihiira omugyezibwa kumanya obwingana obu abeeshuri be barikukikora?

Nkwetegereza ebigarukamu:

A. Shaba abeshomesa kumanya ebintu ebiri omu kucwekyereza - Eki nikigamba aha kutebeekanisa n'okuhandiika

B. Ha abeeshuri omwegi omanye okuhendera okushobora kupima embeera - Eki nikigamba aha kukozesa ebikoresebwa by'okupima

C. Gambira abaana kuta omutaano gwa buri kimwe, hanyuma ohingure emeeza okuhitsya omutaano gurashanduka - Eki nikigamba aha kuhindura embeera (angle y'emeeza) n'okupima enshanduko

D. Gambira abeshomesa kumanya entambwe ezirikukuratirwa omu kutaaho omukago - Eki nikigamba aha kutebeekanisa entambwe z'okunoonyereza

Ekigarukamu ekisaaniire ni **D** - kuba omugyezibwa ayenda kumanya obu abeeshuri barikukikora obwingana bw'okunoonyereza kw'okugezesa, abeeshuri barikubanza kumanya entambwe z'okunoonyereza (kutebeekanisa, kukora, kureeba, kupima, n'okugambaho).

**D**",True
C,"Nkutegeera ekibuuzo. Omugyezibwa ayenda kukora omurimo gw'okubuuriza ogurikwebemberwa n'abeeshuri, nukwo bategeere ngu obuhame oburikurugamu okukora ebintu nibwo bukuru omu kuzooka okumanya.

Ekibuuzo nikyebembera aha birikumworeka ebirikumwemerera kushuuruura ngu ekyenderwa eki kyahikiiriziibwe.

Nkureeba eky'okugarukamu kyona:

A. Kukiriza ebiragiro ebirikumanyisa ebyatungwa - Eki nikireeba aha kutungwa/results honka
B. Kurikorera ebiragiro ebirikumanyisa ebyafunirwe omu kunoonyereza - Eki nikireeba aha by'afunire honka
C. Kukiriza omu kubangaanisa ebiirikurangaaha - Eki nikireeba aha kukwataganya obuhame n'ekibuuzo
D. Kukora omulingo gw'okukora okucungura ebiragiro ebibasobozesa kutunga obuhame oburikweshongyera aha by'okukora - Eki nikireeba aha **OMUTENDEKA** gw'okukora okucungura ebiragiro, ogusobozesa abeeshuri **BENE** kutunga obuhame (empirical evidence)

Ekibuuzo nikyebembera aha omurimo **ogurikwebemberwa n'abeeshuri** nukwo **bategeere** ngu obuhame oburikurugamu okukora nibwo bukuru. Eki nikireeba aha kusobozesa abeeshuri kukora bene omutendeka gw'okucungura.

**D**",True
D,"Nkwetegereza ekibuuzo:

Omwegyesa arikushobora kushoma n'okushoborora ebiri omu bukakafu arikukoresa obuhame oburikwegamira aha biteekateeko ngu enshangwa z'ebintu ebiriyo zitwaraine n'okuhinduka kw'ebintu.

Ekibuuzo nikigamba aha ""enshangwa z'ebintu ebiriyo zitwaraine n'okuhinduka kw'ebintu"" - eki nikigamba aha okukwatiirana kw'obushushani bw'ebintu (enshangwa) n'embeera yaabyo oba okuhinduka kwaabyo.

Nkureeba ebigaruzo:

A. Kutaahura ebintu omu bika byabyo - eki nikigamba aha okutaahura/okushushanya honka
B. Kugyeragana obwahati bw'ebishushani by'ebintu ebyabaireho omu mataba g'eitaka n'embeera z'enyima n'ezo obunaku - eki nikigamba aha okureeba okuhinduka kw'ebintu omu mbeera ezitari zimwe
C. Kumanya emico y'ekika kurugiirira aha bishangwa - eki nikigamba aha okukwatiirana kw'ebishangwa n'emico
D. Kugereranisa ebimiro ebirikushushana omu binyama - eki nikigamba aha okugereranisa honka

Eky'okugarukamu ekikwatiraine n'okukwatiirana kw'ebishangwa n'okuhinduka kw'ebintu ni:

**B**",True
A,"Ninkureeberaho ekibuuzo ekihikire:

Omwegyesereza omwegyesa kuhamuririra abeeshuli be amakuru g'obukorane bw'okubanza, nk'enki ekyarugirweho eki arikubaasa kukoresa kushuuruurira?

Ninkwetegyereza obukorane bw'okubanza (mutualism) - aha ebintu bibiri birikubagasana hamwe, byombi birikubona akaganyizo.

Ninkureeba buri ky'okugarukamu:

A. Enyonyi ya hornbill - ebiirya obuceezi, obuceezi burikwekwatanisa omu kikaali - Eki kirikureeba obukorane obu enyonyi ebaasa, naye obuceezi tiburikubona kiganyizo.

B. Enshojo n'obutakiteriya - obutakiteriya burikucweeka seluloosi, enshojo zirikubona omugati - Eki ni bukorane bw'okubanza kubanga byombi birikubagasana.

C. Ebirabyo bya orikidi - birikugamiira aha miti, naye tibirikubitwaara bintu kuruga omu muti - Eki tikyerekanisa bukorane bw'okubanza.

D. Obutakitiiria bwa Rhizobium n'ebishyimbo - obutakitiiria burikubona ebiirisa kuruga omu mireenzi, kandi burikukwata nitrogeni ebishyimbo birikwetaga - Eki ni bukorane bw'okubanza kubanga byombi birikubagasana.

Eky'okugarukamu kyarungi ni **D** kubanga kyerekanisa obukorane bw'okubanza obwereere - obutakitiiria n'ebishyimbo byombi birikubagasana.

**D**",True
