answers,resps,success
D,"Kwa kuzingatia hali iliyoelezwa, Ignacio anaeleza uhusiano ambapo kichele hupata ulinzi kutoka kwa mwani wa bahari dhidi ya wanyama wanaowinda, na mwani pia unalindwa kwa sababu kichele huwafukuza samaki wengine wanaouwindia. Huu ni uhusiano ambapo spishi zote mbili zinafaidika - kichele anapata ulinzi na mwani anapata ulinzi pia.

Hii ni aina ya uhusiano wa kibiolojia unaoitwa ushirikiano wa kunufaishana (mutualism), ambapo spishi zote mbili zinafaidika kutokana na uhusiano huo.

D",True
D,D,True
A,"Kwa kuangalia lengo la mwalimu ambalo ni kuwaelimisha wanafunzi kuhusu hali ya sayansi ya kubadilika na ya pamoja kupitia maendeleo ya kiteknolojia kama vile pacemakers, ninahitaji kutambua ni shughuli ipi inayotoka nje ya lengo hili.

Hebu nichanganue kila chaguo:

A. Kutengeneza mfumo wa kielelezo cha pacemaker - Hii inalenga kuelewa jinsi pacemaker inavyofanya kazi (sayansi ya pamoja)

B. Kufanya utafiti kuhusu mageuko ya pacemakers na kuunda karatasi ya habari - Hii inalenga moja kwa moja kuelewa maendeleo na mabadiliko (hali ya sayansi ya kubadilika)

C. Kutengeneza paneli ya kutoa habari kuhusu maendeleo ya hivi karibuni - Hii pia inalenga maendeleo ya kisasa (hali ya sayansi ya kubadilika)

D. Kutengeneza ratiba ya matukio inayojumuisha wanasayansi waliochangia - Hii inalenga zaidi historia ya sayansi na wanasayansi binafsi, si moja kwa moja hali ya sayansi ya kubadilika au ya pamoja kuhusiana na teknolojia ya pacemakers

D,",True
B,"Ili kuelewa mchakato wa mwako kama kipengele cha kinga asilia, wanafunzi wanahitaji kwanza kuelewa dhana za msingi za kinga asilia (innate immunity) kabla ya kuendelea kwenye kinga maalum (adaptive immunity).

Mwako ni sehemu ya kinga asilia, ambayo ni mstari wa kwanza wa ulinzi dhidi ya visababishi vya magonjwa. Neutrofili ni seli za kinga asilia ambazo hufagositizi (kula) visababishi vya magonjwa, na hii ni dhana ya msingi inayohusiana moja kwa moja na mchakato wa mwako.

Chaguo A, C, na D zinahusu kinga maalum (adaptive immunity) ambayo ni ngumu zaidi na inakuja baada ya kinga asilia.

B",True
D,"Ili kutathmini kama wanafunzi wamehitimisha kuhusu uhusiano kati ya kazi ya mfumo wa mmeng'enyo wa chakula na mahitaji ya lishe ya seli, tunahitaji shughuli ambayo inaonyesha mchakato mzima - kutoka kwa mmeng'enyo wa chakula hadi matumizi ya virutubisho na seli.

Hebu tuchambue kila chaguo:

A. Kubainisha uhusiano kati ya lipasi na lipidi - Hii inazingatia tu mmeng'enyo wa lipidi, si uhusiano kamili hadi seli.

B. Jaribio kuhusu amilasi ya mate kwenye wanga - Hii inazingatia tu hatua moja ya mmeng'enyo, si uhusiano hadi seli.

C. Changanua vigezo vya jaribio kuhusu pepsin kwenye protini - Hii pia inazingatia tu mmeng'enyo wa protini, si uhusiano hadi seli.

D. Changanua grafu kuhusu mabadiliko ya sukari katika damu baada ya kutumia vyakula vyenye wanga - Hii inaonyesha mchakato mzima: chakula (wanga) → mmeng'enyo → sukari katika damu (virutubisho vinavyofikia seli).

D,",True
B,"Ili kutambua dhana potofu (misconception) ya wanafunzi kuhusu mikrobiota, tunahitaji kuchagua jibu linaloonyesha uelewa usio sahihi au wa kawaida ambao wanafunzi wanaweza kuwa nao.

Hebu tuchambue kila chaguo:

A. ""Vipukute vinasadifu bakteria"" - Hii ni dhana potofu ya kawaida kwani wanafunzi wengi wanadhani vipukute vinaua bakteria zote, lakini kwa kweli vipukute vinasafisha na kupunguza idadi ya bakteria, si kuzisafisha kabisa.

B. ""Bakteria huleta madhara kwa viumbe hai"" - Hii ni dhana potofu ya kawaida sana ambapo wanafunzi wanadhani bakteria zote ni mbaya, wakati kwa kweli bakteria nyingi (kama mikrobiota) ni za manufaa.

C. ""Mikrobiota inawezesha unyonyaji wa virutubisho kwenye utumbo"" - Hii ni ukweli sahihi, si dhana potofu.

D. ""Antibiotiki huua bakteria hatari na yenye faida kwa mwili"" - Hii ni ukweli sahihi kuhusu jinsi antibiotiki inavyofanya kazi.

Kwa kuwa profesa anataka kueleza jukumu la mikrobiota (ambalo ni la manufaa), dhana potofu inayohitaji kusahihishwa ni ile inayoonyesha uelewa mbaya wa wanafunzi kuhusu bakteria kwa ujumla.

B",True
D,D,True
A,"Ili kuelewa mchakato wa plasmolysis, wanafunzi wanahitaji kuona mfano wa seli kupoteza maji kutokana na kuwa katika mazingira ya hypertonic (yenye mkusanyiko wa juu wa chumvi). 

Hebu nichambue kila chaguo:

A. Viazi vilivyokanyagwa katika maji ya chumvi - Maji ya chumvi ni hypertonic, itasababisha viazi kupoteza maji (plasmolysis). Hii inafaa.

B. Nyama iliyopondwa katika maji ya chumvi - Nyama haina seli za mimea zenye ukuta wa seli na vacuole kubwa ambazo zinaonyesha plasmolysis vizuri.

C. Karoti iliyopondwa katika maji yaliyochujwa - Maji yaliyochujwa ni hypotonic, itasababisha seli kupata maji (turgidity), si plasmolysis.

D. Yai bila gamba katika maji yaliyosafishwa - Hii itaonyesha osmosis lakini si plasmolysis kwa maana halisi ya seli za mimea.

Chaguo A ni bora zaidi kwa sababu:
- Inatumia maji ya chumvi (hypertonic) ambayo inasababisha plasmolysis
- Viazi vina seli za mimea zenye ukuta wa seli
- Mabadiliko ya ukanyagio yanaweza kuonekana wazi (kutoka ngumu hadi laini)

A",True
C,"Ili kutathmini lengo la ujifunzaji linaloelezea kwamba viumbe hai vinaundwa na seli moja au zaidi na kwamba seli hizi hupangwa katika tishu, viungo, na mifumo, kiashiria kinachohusiana moja kwa moja ni:

C,",True
B,B,True
D,"Ili kufikia ujifunzaji unaoendelea katika kuelewa muundo wa atomu, mtiririko unapaswa kuwa na mantiki ya kimaendeleo - kuanzia historia na mageuzi ya dhana, kisha kulinganisha mifumo, kisha kusoma mfumo wa sasa, na mwishowe kutumia ujuzi huo katika kutatua matatizo.

Mtiririko bora ni:
- Shughuli 3: Kujadili mageuzi ya mfumo wa atomu (historia)
- Shughuli 4: Kulinganisha mifumo tofauti (ulinganisho)
- Shughuli 1: Kusoma mfumo wa sasa (ujuzi wa sasa)
- Shughuli 2: Kutatua matatizo (matumizi)

D",True
A,"Ili kuelewa dhana ya halijoto (temperature), ni muhimu kwanza kuelewa dhana ya joto (heat) na jinsi inavyohusiana na harakati za chembe. Nishati ya mwendo (kinetic energy) ya chembe ndio msingi wa kuelewa joto na halijoto. Halijoto ni kipimo cha wastani wa nishati ya mwendo ya chembe katika kitu. Bila kuelewa nishati ya mwendo, ni vigumu kuelewa halijoto.

A,",True
D,"Ili kupinga dhana potofu kwamba moto mkali zaidi utaiva chakula haraka zaidi kwa sababu maji yatakuwa ""moto zaidi,"" wanafunzi wanahitaji kujifunza kwamba maji yanachemka kwa joto la kawaida (kiwango cha kuchemka) bila kujali ukali wa moto. Moto mkali zaidi hauongezi joto la maji zaidi ya kiwango cha kuchemka - unafanya tu maji yavuke haraka zaidi.

Shughuli inayofaa zaidi ni ile ambayo itawaonyesha wanafunzi kwamba joto la maji yanapofikia kiwango cha kuchemka linabaki sawa hata kama moto ni mkali zaidi.

Chaguo D linaelezea jaribio ambapo wanafunzi watapima joto kila sekunde 30 wakati moto una ukali tofauti. Hii itawaonyesha kwamba joto la maji linafika hatua fulani (100°C) na kubaki hapo, bila kujali ukali wa moto.

D",True
D,"Kwa kuangalia lengo la mwalimu ambalo ni wanafunzi ""kubuni uchunguzi wa majaribio,"" hii inamaanisha wanafunzi wanapaswa kuwa na uhuru wa kuunda na kupanga jaribio lao wenyewe, sio kufuata maagizo tu.

Chaguo A: Wanafunzi wanatambua vigezo na kubainisha njia ya kurekodi data - hii inaonyesha wanafunzi wanabuni uchunguzi wao wenyewe kwa kutambua vigezo na kupanga jinsi ya kukusanya data.

Chaguo B: Wanafunzi wanapewa mwongozo wa kazi - hii ni kufuata maagizo, sio kubuni.

Chaguo C: Wanafunzi wanaambiwa nini cha kufanya - hii ni kufuata maelekezo, sio kubuni.

Chaguo D: Wanafunzi wanaombwa kubainisha hatua - hii inaonyesha kubuni uchunguzi kwa kupanga hatua za jaribio.

Kati ya A na D, chaguo A linazingatia zaidi uwezo wa kubuni uchunguzi kamili (kutambua vigezo NA njia ya kurekodi data), ambayo ni sehemu muhimu za kubuni jaribio.

A",True
C,"Ili kutathmini kama wanafunzi wanaelewa kwamba ushahidi wa kimajaribio ni wa msingi katika ujenzi wa maarifa, mwalimu anahitaji kuona kama wanafunzi wanaweza kutumia ushahidi huo kujenga maarifa (hitimisho). Kiashiria kinachofaa zaidi ni:

C",True
D,"B,",True
A,"Ili kuelewa dhana ya ushirikiano-anza (proto-cooperation), tunahitaji kuelewa kwamba huu ni ushirikiano ambao unafaidisha spishi zote mbili zinazohusika, lakini siyo wa lazima - spishi zinaweza kuishi bila ya ushirikiano huu.

Hebu tuchambue kila chaguo:

A. Ndege na wadudu - Ndege anapata usafi wa kiota, wadudu wanapata chakula. Huu ni ushirikiano lakini siyo wa lazima kwa spishi zote mbili.

B. Wanyama wanaofua na bakteria - Huu ni mutualism wa lazima (obligate mutualism) kwa sababu wanyama hawawezi kumeng'enya selulosi bila bakteria hawa.

C. Okidi na mti - Huu ni commensalism (okidi inafaidika, mti hauathiriwi), siyo ushirikiano.

D. Bakteria wa Rhizobium na mikunde - Huu ni mutualism wa karibu (wote wanafaidiana), lakini kwa kawaida huu ni ushirikiano wa karibu zaidi kuliko proto-cooperation.

Chaguo A linaonyesha ushirikiano ambao unafaidisha pande zote mbili lakini siyo wa lazima - ndege anaweza kuishi bila wadudu hawa, na wadudu wanaweza kupata chakula mahali pengine.

A",True
B,"Ili kutathmini kama wanafunzi wanatambua mambo yanayodhibiti usanisinuru (photosynthesis), mwalimu anahitaji kuona kama wanafunzi wanaelewa kwamba:

1. Mwanga wa rangi tofauti una athari tofauti kwa usanisinuru
2. Klorofili (pigmenti katika mimea) hufyonza mwanga wa bluu na nyekundu vizuri zaidi kuliko mwanga wa kijani
3. Mwanga wa kijani hureflektiwa (ndiyo sababu mimea inaonekana kijani)

Kwa hivyo, mmea B (unaoangazwa na mwanga wa bluu) unatarajiwa kukua zaidi kwa sababu mwanga wa bluu unafyonzwa vizuri zaidi na klorofili na kutumiwa kwa ufanisi zaidi katika usanisinuru.

Jibu sahihi ni:

B",True
C,"Ili kujibu swali hili, ninahitaji kuelewa ni dhana gani potofu ingeweza kufanya utaratibu wa majaribio kuhusu uhusiano wa antijeni na kingamwili usifanye maana au usihitajike.

Katika mfumo wa kinga:
- Kila limfosaiti B inatambua antijeni maalum moja
- Limfosaiti B inazalisha kingamwili maalum zinazoingiliana na antijeni hiyo hiyo
- Uhusiano wa antijeni-kingamwili ni maalum sana (kama ufunguo na kufuli)

Nikichambua kila chaguo:

A. Kama limfosaiti B zingetengeneza kingamwili zisizo maalum - hii ni dhana potofu ambayo ingeweza kufanya majaribio yasifanye maana kwa sababu utaalamu wa uhusiano wa antijeni-kingamwili haungewepo.

B. Kama vihamisho vingekuwa na kingamwili moja tu - hii ni dhana potofu lakini si ya msingi sana.

C. Kama viini vya kinga vingeingiliana na antijeni yoyote - hii ni dhana potofu ambayo ingeondoa utaalamu wa mfumo wa kinga na kufanya majaribio yasihitajike.

D. Kama limfosaiti B zingezalisha kingamwili mbalimbali kwa antijeni moja - hii ni dhana potofu lakini si ya kimsingi.

Jibu sahihi ni C - kwa sababu kama viini vya kinga (kingamwili) vingeingiliana na antijeni yoyote, hakutakuwa na haja ya kufanya majaribio kuhusu uhusiano maalum wa antijeni-kingamwili.

C",True
B,"Ili kuelewa jinsi homoni zinavyoanzisha mwitikio katika seli lengwa, wanafunzi wanahitaji kwanza kuelewa asili ya kikemikali ya homoni. Asili ya kikemikali (kama vile homoni za protini/peptidi dhidi ya homoni za steroidi) inaamua jinsi homoni inavyoingiliana na seli lengwa - ama kupitia vipokeaji vya uso wa seli au kupitia vipokeaji vya ndani ya seli. Hii ni msingi wa kuelewa utaratibu wa kuanzisha mwitikio.

B",True
B,"Swali linahusu mabadiliko ya kifizikia yatakayoonekana kwa mwanamke ambaye amepewa dawa inayozuia utendaji kazi wa GnRH (Gonadotropin-Releasing Hormone).

GnRH ni homoni ya hipothalamasi inayodhibiti utoaji wa homoni nyingine za uzazi. Kuzuia GnRH kutaathiri udhibiti wa homoni za hipothalamasi juu ya mzunguko wa ovari na mfuko wa uzazi.

Swali linahitaji wanafunzi kueleza mabadiliko yatakayotokea wakati udhibiti huu wa homoni unapozuiwa, ambayo inaonyesha uelewa wa jinsi hipothalamasi inavyodhibiti mzunguko wa uzazi.

B",True
B,"Ili kutathmini uwezo wa wanafunzi wa kubaini vigezo vya utafiti, mwalimu anahitaji shughuli ambayo inawahitaji wanafunzi kutambua na kubainisha vigezo vinavyoathiri au vinavyotathminiwa katika utafiti.

Kwa kuchambua kila chaguo:

A. Uundaji wa kichujio - hii ni shughuli ya vitendo lakini haihusishi kubaini vigezo vya utafiti
B. Kutabiriwa kwa matokeo ya utafiti kuhusu mambo yanayoathiri unywaji wa pombe - hapa wanafunzi wanahitaji kubaini vigezo (mambo yanayoathiri) na matokeo (unywaji wa pombe mapema)
C. Ujenzi wa mfumo wa kinadharia - hii inahusu kuunda nadharia, si kubaini vigezo vya utafiti
D. Uundaji wa vielelezo vya taratibu - hii inaelezea mchakato, si kubaini vigezo vya utafiti

B,",True
D,"D

Maelezo: Lengo ni kuwafanya wanafunzi wathamini sayansi kama mchakato wa nguvu wa ujenzi wa maarifa. Wanasayansi waliotajwa walifanya majaribio muhimu yaliyoongoza kwa ugunduzi kwamba DNA ndiyo molekuli inayobeba taarifa za urithi. Kwa kutathmini majaribio yao, wanafunzi wataona jinsi maarifa yalivyojengwa hatua kwa hatua kupitia michango ya wanasayansi mbalimbali - ambayo ni mfano halisi wa sayansi kama mchakato wa ujenzi wa maarifa.

D,",True
C,"Ili kufikia lengo la kutambua mabadiliko ya kijenetiki yanayodhibiti ueneaji na utofautishaji wa seli katika saratani, mwalimu anahitaji kupanga shughuli kutoka rahisi hadi tata:

- Shughuli ya 1 (Jenga mchoro wa mzunguko wa seli) ni ya msingi - inaanzisha misingi ya mzunguko wa seli
- Shughuli ya 2 (Tambua dhana za ueneaji na utofautishaji) ni ya kati - inajengwa juu ya uelewa wa mzunguko wa seli
- Shughuli ya 3 (Unganisha ushiriki wa jeni katika saratani) ni ya juu zaidi - inahitaji uelewa wa vyote viwili hapo awali ili kuunganisha na saratani

Mpangilio wa kimantiki ni: 1 (msingi wa mzunguko wa seli) → 2 (dhana za ueneaji/utofautishaji) → 3 (kuunganisha na saratani)

A",True
A,"Kwa kuangalia muundo wa swali:

Mwalimu aliwauliza wanafunzi kutabiri (balbu ipi itatoa mwanga zaidi), wote walijibu B itatoa mwanga zaidi kuliko A. Kisha mwalimu anapendekeza wafanye majaribio ili kuthibitisha utabiri wao na kujadili matokeo wakiyalinganisha na mitazamo yao ya awali na dhana zao.

Lengo la shughuli ya pili (majaribio) ni kusababisha wanafunzi walinganishe matokeo halisi na mawazo yao ya awali. Hii inalenga kusababisha mgongano wa kiakili ikiwa matokeo yatakuwa tofauti na mitazamo yao, na hivyo kuchochea mabadiliko ya dhana.

A",True
B,"Ili kutathmini swali hili, ninahitaji kuchambua lengo la ujifunzaji: ""Kuchambua kwa uhakiki modeli ya chembechembe ya nuru ili kuelezea na kufafanua matukio ya mwanga, wakielewa kwamba modeli zinatoa faida na wakati huo huo mapungufu.""

Lengo hili linahitaji:
1. Kutumia modeli ya chembechembe ya nuru
2. Kuelezea matukio ya mwanga
3. Kuelewa faida NA mapungufu ya modeli hiyo

Nichambue kila chaguo:

A. Mtawanyiko na upolari - Matukio haya ni vigumu kuelezea kwa modeli ya chembechembe (mapungufu ya modeli yataonekana)

B. Uakisi na mtengano - Matukio haya yanaweza kuelezewa kwa modeli ya chembechembe, lakini pia yanaonyesha mapungufu yake

C. Mwelekeo (refraction) na mng'ao (reflection) - Matukio haya mawili yanaweza kuelezewa vizuri kwa modeli ya chembechembe (faida), lakini pia yanaonyesha mipaka yake (mapungufu)

D. Uundaji wa picha - Hii inazingatia zaidi optiki ya kijiometri kuliko kuchambua faida na mapungufu ya modeli ya chembechembe

Chaguo A linaonyesha wazi mapungufu ya modeli ya chembechembe (haiwezi kuelezea vizuri upolari), hivyo linakidhi mahitaji ya lengo vizuri zaidi.

A",True
C,C,True
C,"Ili kuchambua kwa kina kanuni ya uhifadhi wa nishati ya mitambo, wanafunzi wanahitaji kushughulikia mabadiliko kati ya aina za nishati (nishati ya uwezo na nishati ya mwendo) na kuchunguza jinsi nishati inavyohifadhiwa katika mfumo.

Chaguo A: Inachunguza mwendo tu, si mabadiliko ya nishati
Chaguo B: Inapima kasi tu, si uhifadhi wa nishati
Chaguo C: Inachunguza kimo cha juu tu, lakini haichambui kwa kina mabadiliko ya nishati
Chaguo D: Inawaruhusu wanafunzi kubainisha na kuchambua nishati ya mwendo na nishati ya uwezo wakati toroli linasonga, ambayo ni msingi wa kuelewa uhifadhi wa nishati ya mitambo

D",True
C,"Nikiangalia shughuli iliyoelezwa, wanafunzi wanafanya yafuatayo:
- Wanabainisha kwa majaribio kipimo cha unyumbufu cha sping (kufanya jaribio)
- Wanarekodi matokeo kwenye jedwali (kukusanya na kuandaa data)
- Wanabainisha viwango vya nguvu ambapo sping inatii sheria ya Hooke (kuchambua data)
- Wanaandaa ripoti kwa mfumo wa bango (kuwasilisha matokeo)
- Wanawasilisha kwa wanafunzi wenzao (mawasiliano)

Hii inaonyesha wazi stadi za kutafsiri data (jedwali), kuhoja kwa kutumia ushahidi wa majaribio, na kuwasilisha kwa njia ya maandishi (bango) na kwa mdomo (uwasilishaji).

C",True
B,"Kwa kuangalia lengo la mwalimu ambalo ni wanafunzi waelewe uanzishwaji wa sheria kupitia uchunguzi wa uhusiano kati ya vigezo vya kifizikia, tunahitaji shughuli ambayo wanafunzi wenyewe watachunguza na kugundua uhusiano kati ya volteji, mkondo, na upinzani.

Chaguo A: Wanafunzi huunda grafu lakini ukinzani tayari ni kipimo kisichobadilika - hii ni uthibitisho zaidi kuliko ugunduzi.

Chaguo B: Wanafunzi huunda grafu kutoka kwa data ya volti tofauti na mkondo, kisha waifasiri - hii inawaruhusu kugundua uhusiano wenyewe kupitia uchunguzi wa data na tafsiri.

Chaguo C: Wanafunzi wanapewa data tayari na wanahesabu upinzani - hii ni zoezi la mahesabu zaidi kuliko uchunguzi wa uhusiano.

Chaguo D: Wanafunzi wanathibitisha taarifa za mtengenezaji - hii ni uthibitisho, si ugunduzi wa sheria.

Chaguo B linafaa zaidi kwa sababu wanafunzi wanachunguza data, kuunda grafu, na kufasiri uhusiano wenyewe, ambayo ni njia ya ugunduzi wa sheria kupitia uchunguzi wa uhusiano kati ya vigezo.

B",True
D,"Kwa kuangalia maandishi haya, tunaweza kuona kwamba yanazungumzia historia ya maendeleo ya injini ya mvuke, yakionyesha jinsi wanasayansi na wabunifu mbalimbali walivyochangia kwa muda wa miaka mingi (karne ya 17 hadi 1776 na zaidi). Maandishi yanaeleza jinsi maarifa yalivyojengwa hatua kwa hatua - kutoka kazi za Torricelli na von Guericke kuhusu shinikizo la angahewa, hadi majaribio ya Papin, mafanikio ya Savery, maboresho ya Newcomen, na hatimaye injini iliyoboreshwa ya Watt kwa kutumia uvumbuzi wa Black. Pia inaonyesha jinsi teknolojia hii ilivyoathiri jamii (viwanda, usafirishaji kwa nchi nyingine) na historia (mapinduzi ya viwanda).

Hii inaonyesha wazi mchakato wa ujenzi wa maarifa ya kisayansi na jinsi ulivyounganishwa na muktadha wa kihistoria na kijamii.

D,",True
C,"Ili kutatua swali hili, ninahitaji kutambua ni kauli ipi HAIHUSIANI na mitizamo potofu ya awali kuhusu joto na halijoto.

Hebu nichambue kila chaguo:

A. ""Joto huhifadhiwa katika mifumo"" - Huu ni mtizamo potofu wa kawaida. Wanafunzi mara nyingi hufikiri joto ni kitu kinachoweza kuhifadhiwa, wakati kwa kweli joto ni nishati inayohamishwa, si kitu kinachohifadhiwa.

B. ""Baridi ni kinyume cha joto au kukosekana kwake"" - Huu pia ni mtizamo potofu wa kawaida. Wanafunzi hufikiri baridi ni kitu tofauti au kinyume cha joto, wakati kwa kweli baridi ni tu ukosefu wa nishati ya joto.

C. ""Joto huashiria uwepo wa mifumo miwili au zaidi"" - Hii ni kauli sahihi! Joto (kama uhamisho wa nishati) kwa kweli hunahitaji mifumo miwili au zaidi yenye tofauti za halijoto ili kutokea. Hii si mtizamo potofu, ni dhana sahihi ya kisayansi.

D. ""Joto lina halijoto kama ukubwa wake wa rejea wa kifizikia"" - Huu ni mtizamo potofu wa kawaida. Wanafunzi mara nyingi huchanganya joto na halijoto, wakati ni dhana tofauti (joto ni uhamisho wa nishati, halijoto ni kipimo cha wastani wa nishati ya kinetiki ya chembe).

Jibu ni C, kwa sababu ni kauli pekee ambayo HAIHUSIANI na mtizamo potofu - ni kauli sahihi ya kisayansi.

C",True
B,"Ili kueleza kwa nini noti ile ile inayotolewa na ala tofauti za muziki ina nasibu tofauti, wanafunzi wanahitaji kuelewa dhana za msingi za mawimbi ya sauti. Nasibu (timbre) inategemea muundo wa marudio (frequency) na urefu wa wimbi (wavelength) wa sauti. Ala tofauti hutoa mawimbi ya sauti yenye marudio ya msingi sawa (noti ile ile) lakini yenye tofauti katika mawimbi ya ziada (harmonics/overtones), ambayo yanategemea marudio na urefu wa wimbi. Hii ndiyo inayosababisha tofauti ya nasibu.

D",True
