answers,resps,success
A,"Nnekennenya ekibuuzo kino:

Omusomesa ayagala abayizi batuuke ku kutegeera nti sayansi ekola nga ekibiina era nga ekyuka (evolves). Kino kitegeeza:
- Sayansi si mulimu gw'omuntu omu yekka
- Sayansi ekulaakulana okuyita mu kiseera
- Bannasayansi bakola ku mulimu gw'abalala

Nnekennenya buli kirowoozo:

A. Okukola omutindo mu bibinja - kino kiraga okukola nga ekibiina naye tekikwata ku nkulaakulana/enkyukakyuka mu kiseera

B. Okunoonyereza ku nkulaakulana - kino kiraga ZOMBI: enkyukakyuka (evolution) mu kiseera n'okukola nga ekibiina (research involves building on others' work)

C. Akapanero - kino kiyinza okulaga amawulire naye tekikakasa nnyo ku nkulaakulana n'okukola nga ekibiina

D. Olutalo lw'ebiseera - kino kiraga bulungi enkyukakyuka mu kiseera n'abannasayansi abaayambako (ekibiina), era lulaga engeri sayansi gy'ekulaakulanamu

Ekibuuzo kyogera ku ""nkulaakulana ez'omulembe"" - kino kitegeeza enkyukakyuka mu kiseera. Olutalo lw'ebiseera (timeline) lwe lukola obulungi ennyo okulaga enkyukakyuka n'abannasayansi abaayambako.

**D**",True
B,"Nnekennenya ekibuuzo kino:

Ekibuuzo kyogera ku **enkola y'okuzimba** (adaptive immunity) nga ekitundu ku bujjaasi obw'omuzaaliranwa.

Enkola y'okuzimba erimu:
- T lymphocytes (T cells)
- B lymphocytes (B cells) 
- Okukola antibodies ezisobola okujjukira obulwadde

Nnekalakasa buli kirowoozo:

**A**: Egamba nti macrophages tezitaffaali T lymphocytes antigens - Kino si kituufu nnyo era tekikwatagana bulungi n'enkola y'okuzimba.

**B**: Neutrophils ze ziri mu bujjaasi obw'omuzaaliranwa obw'amangu (innate immunity), si mu nkola y'okuzimba.

**C**: Egamba nti T cells ez'enjawulo ezikwatagana n'ekizimbamubiri ekimu zikola obuwumbiingirizi - Kino kye kituufu! Bino bye T cells (helper T cells, cytotoxic T cells) ezikola mu nkola y'okuzimba nga zikwatagana n'antigens ezisobola okujjukira.

**D**: Egamba nti B cells zifuuka plasma cells ezikola antibodies - Kino nakyo kituufu naye C esinga okwogera ku nkola y'okuzimba okutwalira awamu.

Ekyokulabirako C kisinga okulaga obulungi enkola y'okuzimba.

**C**",True
D,"Nnekennenya ekibuuzo kino:

Ekigendererwa: Okuleetera abayizi okumaliriza ku **mukago oguli wakati w'omulimu gw'enkola y'okumulisa emmere n'obwetaavu bw'amaselo ag'omu mubiri obw'ebyokulya**.

Kino kitegeeza nti abayizi balina okutegeera engeri enkola z'okumulisa emmere (enzymes) gye zikola okumenyaamenya emmere okugifuula mu bintu ebitonotono amaselo ge geetaaga.

Ka ntunuulire buli kirowoozo:

**A. Teebereza ekiteeso okumanya enkolagana wakati wa lipeesi ne lipidi.**
- Kino kikwata ku lipase (enzyme) ne lipids (amasanvu). Kino kisobola okulaga omulimu gw'enzymes naye si kya bulijjo nnyo.

**B. Okukola ekiigezo ku kikolwa kya amylase ava mu matta ku carbohydrates.**
- Kino kisobola okulaga enkola y'enzyme naye si kya bulijjo nnyo era tekikwatagana nnyo n'amaselo ag'omu mubiri.

**C. Ssaayansi mu kugezesa ku kikolwa kya pepsin ku puloteni.**
- Pepsin ye enzyme eri mu lubuto (stomach) emenyaamenya puloteni. Kino **kiragisa ddala** omulimu gw'enzyme (pepsin) mu kumenyaamenya emmere (puloteni) - kino kye mukago wakati w'enkola y'okumulisa n'obwetaavu bw'amaselo.

**D. Kebera eggrafu eraga enkyukakyuka mu busukali bw'omusaayi.**
- Kino kikwata ku nkyukakyuka naye si ku mukago wakati w'enzymes n'okumenyaamenya emmere.

**C**",True
B,D,True
D,"Nnekennenya ekibuuzo kino:

Omusomesa ayagala abayizi be okuwa **endowooza ennyonnyofu** ku **nkola ezimu ez'okumanya ku butaffaali bw'ebiramu**.

Ekigendererwa kye kwe kuwa ""endowooza ennyonnyofu"" - kitegeeza okutandika okumanya, okwanjula, okufuna endowooza ez'awamu ku mulamwa guno.

Nneebera ku buli kirowoozo:

A. **Olulimi olulaga enkyukakyuka** - Kino kiwa abayizi endowooza ennyonnyofu ku nkola ez'okukoppa ebiramu, nga balaba enkyukakyuka eziibaddewo. Kino kisobozesa okumanya ku butaffaali.

B. **Pposita ku tekiniki** - Kino kikwata ku birime ebyakyusibwa, si ku butaffaali bw'ebiramu mu bujjuvu.

C. **Okunoonyereza okw'ekirowoozo ku bujjanjabi** - Kino kikwata ku bujjanjabi, si ku butaffaali bw'ebiramu mu bujjuvu.

D. **Omwoleso ku kukozesa stem cells** - Kino nakyo kikwata ku kuvumula endwadde, si ku butaffaali bw'ebiramu mu bujjuvu.

Ekibuuzo kyogera ku ""nkola ez'okumanya ku butaffaali bw'ebiramu"" - kino kitegeeza enkola ez'okuyiga engeri ebiramu gye bifaanana n'engeri gye byawukana (butaffaali).

**A**",True
A,"Nnekennenya ekibuuzo kino:

Ekigendererwa: Abayizi bategeere enkola ya plasmolysis nga bayita mu kugezesa.

Plasmolysis ye nkola mwe selula z'ekimera zivaamu amazzi olw'osmosis nga ziri mu mazzi ag'omunnyoomungi (hypertonic solution). Kino kivaako selula okukala.

Ka ntunuulire buli kirowoozo:

**A. Ekijjanjalo mu mazzi ag'omunnyo** - Kino kiyinza okulaga plasmolysis kubanga amazzi ag'omunnyo gajja kuvaamu amazzi mu selula z'ekijjanjalo, ekijjanjalo ne kikala.

**B. Ennyama mu mazzi ag'omunnyo** - Ennyama si kimera, terina selula za kimera eziyinza okulaga plasmolysis mu ngeri ennuŋŋamu.

**C. Akaloozi mu mazzi ag'endulu** - Amazzi ag'endulu tegalina omunnyo mungi, kale kano kajja kulaga turgor (selula okujjula amazzi) so si plasmolysis.

**D. Eggi mu mazzi agasaliddwamu** - Eggi si kimera, era amazzi agasaliddwamu tegalina omunnyo, kale kino tekijja kulaga plasmolysis.

Ekyanulo ekituufu kye:

**A**",True
C,"Nnekennenya ekibuuzo kino:

Ekigendererwa kye kino: ""Okunnyonnyola nti ebiramu bikolebwa obutoffaali obumu oba obusukka era nti buno butondekeddwa mu bitundu, ebitundu by'omubiri, n'enkola z'omubiri.""

Ekigendererwa kino kyogera ku:
- Ebiramu bikolebwa obutaffaali (cells)
- Obutaffaali buno butondekeddwa mu: bitundu (parts) → ebitundu by'omubiri (tissues) → enkola z'omubiri (organ systems)

Kale nnekennenya buli kirowoozo:

A. Banannyonnyola obutaffaali bw'enkola ez'enjawulo - Kino kyogera ku nkola zokka, si ku ntegeka yonna okuva ku butaffaali okuyita mu bitundu n'ebitundu by'omubiri.

B. Bategeera nti buli akataffaali kava mu kataffaali akalala - Kino kyogera ku kuzaala kw'obutaffaali, si ku ntegeka y'okuzimba omubiri.

C. Zikola omukago wakati w'emitendera egy'enjawulo egy'entegeka y'ebiramu - Kino kyogera ku mitendera gy'entegeka (levels of organization) - obutaffaali → bitundu → ebitundu by'omubiri → enkola. Kino kikwatagana butereevu n'ekigendererwa.

D. Balaga enkolagana wakati w'obubeezi n'omuwendo - Kino kyogera ku bungi/obunene, si ku ntegeka y'okuzimba.

**C**",True
B,"Nnekennenya ekibuuzo kino:

Ekigendererwa kya omusomesa kwe kusobozesa abayizi okutegeera nti ssaayansi **nkola ekyuka era ekolebwa abantu bonna okumala ekiseera** - kino kitegeeza okuyiga ku nkulaakulana y'endowooza za ssaayansi n'engeri endowooza bwe zikyusibwa olw'obukakafu obuggya.

Ka ntunuulire buli kirowoozo:

**A. Kola okunoonyereza ku bukakafu obuwagira enjigamannya y'ebipande by'ensi.**
- Kino kiyigiriza ku bukakafu obuwagira omulamwa oguli kaakano, naye tekiyigiriza ku nkyukakyuka y'essaayansi ng'enkola.

**B. Noonyereza ku ngeri omulamwa gwa plate tectonics gye gwazimbibwa.**
- Kino kiragisa ddala ku **nkulaakulana y'endowooza za ssaayansi okumala ekiseera** - engeri abantu bwe baanoonyereza, bwe baakuŋŋaanya obujulizi, n'engeri endowooza bwe zakyuka okutuuka ku kutegeera okwa kaakano. Kino kiragisa bulungi nti ssaayansi nkola ekyuka.

**C. Lwaki eyitibwa ""omulamwa gw'ebipande by'ensi""?**
- Kino kikwata ku mannya, si ku nkulaakulana y'essaayansi.

**D. Noonyereza ku nkyukakyuka ezibaddewo mu kikuta ky'Ensi olw'obuyitiivu bw'ebipande by'Ensi.**
- Kino kiyigiriza ku bintu ebibaddewo ku nsi, naye si ku nkulaakulana y'essaayansi ng'enkola.

**B**",True
D,"Nneekebejja enkola ey'okutegeka emirimu gino okuyiga ku ndabika y'akaziba:

**Enkola ennungi ey'okuyiga:**
- Okutandikira ku bintu ebyangu n'ebikulu (ebipimo by'omusingi)
- Okukulaakulanya okutuuka ku bintu ebizibuwavu (enkyukakyuka n'okugeraageranya)
- Okukozesa ebikozesebwa eby'enjawulo (okusoma, okukubaganya ebirowoozo, okukola)

**Nneekebejja buli nteekateeka:**

**1 - 3 - 4 - 2:**
- Okusoma ebiwandiiko (omusingi)
- Okukubaganya ebirowoozo ku nkyukakyuka (enkulaakulana)
- Okugeraageranya (okukozesa okumanyiddwa)
- Okukola ebizibu (okukakasa okutegeera)

Eno egobera enkola ennungi: okutandikira n'omusingi (1), okukulaakulanya okutegeera (3), okukozesa okumanyiddwa (4), n'okukakasa n'ebizibu (2).

**B**",True
A,"# Okwekenneenya Ekibuuzo

Ekibuuzo kyetaaga okutegeera enkola ey'okusomesa omulamwa gw'ekipimo ky'obubugumu eri abayizi b'ekibiina ekisoma.

## Okwekenneenya Ebyokuddamu:

**A. Amasoboza ag'ekinyetikki** - Kino kikwata ku nkola z'okukozesa ebyuma, naye si kye kisooka mu kutegeera omulamwa gw'ekipimo.

**B. Okutuukana kw'ebbugumu** - Kino kye kisooka! Abayizi balina okusooka okutegeera nti ebintu birina ebbugumu ery'enjawulo (ebimpi birina ebbugumu eritono, ebiwanvu birina ebbugumu ekinene) nga tebannagenda mu kukipima oba okukozesa ebikozesebwa.

**C. Okwewaguza kw'ebintu olw'ebbugumu** - Kino kijja oluvannyuma ng'abayizi bamaze okutegeera omulamwa gw'ebbugumu.

**D. Empeera z'okupima ebbugumu** - Kino nakyo kijja oluvannyuma, nga bamaze okutegeera omulamwa n'okutuukana.

Mu kusomesa, omusomesa ateekwa okusooka okuyigiriza **omulamwa** (concept) nga tannagenda mu bikozesebwa oba empeera. Abayizi balina okusooka okutegeera nti ebintu birina obuwanvu/ebbugumu ery'enjawulo.

**B**",True
D,"Nnekennenya ekibuuzo kino:

Ensonga enkulu eri nti abayizi bangi bakkiriziganya n'ekyo omusajja kye yakoze (okukuumira omuliro waggulu okufumba mangu). Kino kiraga nti balina endowooza enkyamu nti omuliro ogw'amaanyi gunnafumba nnuulu mangu.

Amazima g'ensayansi: Amazzi bwe gatuuka ku bbugumu ly'okubulukuka (100°C), ebbugumu lyaago telyongera kweyongera ne bw'oyongera amaanyi g'omuliro. Omuliro ogw'amaanyi gunnayanguya okubika, naye tegunnakendeeza budde bw'okufumba nnuulu oluvannyuma lw'okubika.

Tulowooza ku buli kikolwa:

A. Kunoonyereza ku ngeri ebbugumu ly'amazzi ery'okubulukuka gye likyuka - Kino tekituufu kubanga ebbugumu ly'okubulukuka telikyuka nnyo mu mbeera za bulijjo.

B. Okupima obudde kyetaagisa okwokya amazzi mu muliro ogw'amaanyi ag'enjawulo - Kino kiyamba okutegeera nti omuliro ogw'amaanyi guyanguya okubika, naye tekigatta ku nsonga y'okufumba.

C. Okuteesa enkola ey'okwekenneenya enkyukakyuka y'obwoki bw'amazzi nga bwe bukolebwako omuliro - Kino kiyinza okuba tekitegeerekeka bulungi.

D. Okwokya amazzi okutuusa lwe gabika, yongera amaanyi g'omuliro, era opime ebbugumu lyaago buli sikonda 30 okumala eddakiika 4 - Kino kiyamba abayizi okulaba nga ebbugumu telikyongera kweyongera oluvannyuma lw'okubika, wadde omuliro nga gw'amaanyi.

**D**",True
D,"Nnekennenya ekibuuzo kino:

Omusomesa ayagala abayizi **bateeketeeke okunoonyereza** okukwata ku maanyi agaleetera ekintu obutakulukuta. Abayizi balaba nti bwe bateeka ekipande ku mmeeza ne bagikyusa ku mpeto enjawulo, ekipande kitandika okuseerera.

Ekibuuzo kyebuuza: Kiki omusomesa kyakozesa **okukebera obanga abayizi batuuse ku kiruubirirwa**?

Nnekennenya buli ky'okulondamu:

**A.** Kusaba abayizi okumanya ebintu ebikyuka n'okuteekateeka engeri y'okuwandiikaamu data - Kino kikwata ku **kutegeka** okunoonyereza, si kukebera oba batuuse ku kiruubirirwa.

**B.** Kubawe omukutu gw'okukozesa okukenkula obugulumivu... n'okubala avareegi - Kino kikwata ku **kukola** okunoonyereza n'okufuna data.

**C.** Okugamba abayizi okuteeka bulooka buli emu mu kifo ekigereke, bakyuse emmeeza okutuusa lw'esereerera, bapime engeli enoona gye yatandikidde - Kino **kikebera obanga basobola okukola okunoonyereza** n'okufuna ebipimo ebigereke.

**D.** Okubuuza abayizi okutegeera amakubo agayinza okukozesebwa okukakasa omukwano oguli wakati w'obwangaavu n'enjuyi gyekitandikirako okuseerera - Kino kikwata ku **kutegeera** n'**okwawula enkolagana** - ekyo kye kiruubirirwa ky'okunoonyereza.

**D**",True
C,"Nnekennenya ekibuuzo kino:

Omusomesa ayagala okukebera oba abayizi bategedde nti **obukakafu obw'ekikuguza bwe businga obukulu mu kuzimba okumanya**.

Kino kitegeeza nti ayagala okulaba oba abayizi bategedde nti obujulizi/obukakafu obufuniddwa mu kugezesa (empirical evidence) bwe businga obukulu okusinga ebirowoozo byereere.

Ka ntunuulire buli kirowoozo:

A. Okunnyonnyola obukakafu - kino kiragako bategeera obukakafu naye tekikakasa nti bategedde obukulu bwabwo mu kuzimba okumanya.

B. Okukola ebyawandiiko by'obujulizi - kino nakyo kiragako bakozesa obujulizi naye tekikakasa nti bategedde obukulu bwabwo.

C. **Okukola ebyawandiiko ebiraga engeri ebyo bye bakung'aanyizza gye bikwatagana n'ekibuuzo ky'okunoonyereza** - Kino kiragako abayizi basobola okulaga engeri obukakafu obwazuuliddwa bwe bukwatagana n'ekibuuzo, ekikakasa nti bategedde nti obukakafu bwe businga obukulu mu kuddamu ebibuuzo n'okuzimba okumanya.

D. Okukola enteekateeka - kino kiri mu mutendera gw'okutandikira, si kukebera okutegeera obukulu bw'obukakafu.

**C**",True
D,"Nsomooza ekigendererwa ekikulu eky'okuyiga: ""Kebejja era n'ovvuunula data okusobola okuwa obujulizi obuwagira ekirowoozo nti enjawulo y'ebiramu eva ku nkulaakulana y'ebiramu.""

Ekigendererwa kino kyogera ku:
- Okukebera data
- Okuvvuunula data
- Okuwa obujulizi
- Okukwataganya enjawulo y'ebiramu n'enkulaakulana y'ebiramu

Nnekennenya buli kirowoozo:

A. Okulonda ebimera okusinziira ku mitendera - kino kikwatagana n'okutegeerera ebika, naye tekikwatagana butereevu n'enkulaakulana y'ebiramu.

B. Okukwatagana kw'ebisigalira by'ebiramu eby'edda n'embeera - kino kikwatagana n'enkulaakulana y'ebiramu era kikozesa data okuwa obujulizi.

C. Okuva ku biwandiiko by'ebisigalira, teebereza enfaanana y'ekika - kino kikwatagana n'enkulaakulana naye tekikulu nnyo ku kukebera n'okuvvuunula data.

D. Okugerageranya ebikula ebirina obutonde bw'emu - kino kikwatagana n'okutegeerera obutonde, naye tekikwatagana butereevu n'enkulaakulana y'ebiramu.

**B**",True
A,"Nnekennenya ekibuuzo kino:

Omusomesa ayagala okunnyonnyola **obukoleraano obutannatuukirira** (parasitism). Mu bukoleraano buno, omu aganyulwa ate omulala akosebwa.

Ka ntunuulire buli ky'okulaga:

**A. African hornbill n'ebiwuka:** Ekinyonyi kibeera n'ebiwuka mu kisu kyakyo, ebiwuka biriisa ku kazambi, ne biyamba ekinyonyi okuyoola kazambi. Kino **bukoleraano obw'omugaso** (mutualism) - byombi biganyulwa.

**B. Ensolo eziramula ne bakitiiriya:** Bakitiiriya mu byenda by'ensolo zikyusa selulosi, ""ekiriisa kino ne kiba nti kigasa byombi."" Kino **bukoleraano obw'omugaso** (mutualism) - byombi biganyulwa.

**C. Endagala z'emiti ku miti:** Endagala zekwata ku miti okufuna ekitangaala, amazzi, n'ebimera, ""nga tebiziggya ku muti, omuti ogutakosebwa ndagala."" Endagala ziganyulwa, omuti **gukosebwa** (gufiirwa ekitangaala, amazzi). Kino **bukoleraano obutannatuukirira** (parasitism).

**D. Obuwuka bwa Rhizobium:** Obuwuka bufuna ebiriisa okuva mu mirandira, ate era bukwasawaza nayitrogeni ebimera bye byetaaga. Kino **bukoleraano obw'omugaso** (mutualism) - byombi biganyulwa.

**C**",True
