answers,resps,success
D,"Olùkọ́ ọ̀wọ́,

Ẹ̀ kí. Ní ìbámu pẹ̀lú ìbéèrè yín tó sọ pé kí a “ṣe àlàyé nípa ìmọ̀ sáyẹ́ǹsì, tí ó dá lórí ẹ̀rí, nípa àwọn ìlànà ìjogúnbá ìrísí lára àwọn ẹranko,” mo yan aṣayan D:

“Awọn akẹ́kọ̀ọ́ ṣe àtòpọ̀ ìran pẹ̀lú àwọn ìsọ̀rí ẹ̀jẹ̀ àwọn ọmọ kíláàsì wọn àti àwọn ìdílé wọn, wọ́n sì pèsè àlàyé lórí bí wọ́n ṣe ń jogún.”

Ẹ ṣé.

[Orúkọ rẹ]",True
B,B,True
A,A,True
A,A,True
A,A,True
C,D,True
B,B,True
B,B,True
A,D,True
D,D,True
D,A,True
A,D,True
B,B,True
B,B,True
A,D,True
B,B,True
D,D,True
C,C,True
B,B,True
B,D,True
B,D,True
C,D,True
C,D,True
D,B,True
B,D,True
C,C,True
A,C,True
B,B,True
A,"Olùkọ́ Ọmọ́de Kékeré  
Ẹ káàbọ̀,

Nípasẹ̀ àyẹ̀wò ète “Fọwọ́ṣẹ́pọ̀ nínú àwọn ipò ojoojúmọ́, nínú àwọn ìṣe tí ó ṣe ìrànlọ́wọ́ sí ìdàgbàsókè àwọn àyíká tí ó wà pẹ́ títí,” mo ṣètò ìlànà ìgbéléwò tó dojú kọ́ kí a lè rí ìmúlò lára àwọn ọmọdé nígbà ìrírí ojoojúmọ́ wọn.  

Mo ṣètò pé kí a máa ṣe ìfọkànsinú lórí àwọn ìṣe tí wọ́n ń ṣe lọ́ọ̀nà olóòtọ́ láìrìní ìtóju olùkọ́, bí:  
• Bíbá ṣe àwọn bíntì omi pa lẹ́yìn tí wọ́n bá ti lò ó  
• Bí wọ́n ṣe ń gbe bébà omi kí ó tó kúrò ní àgbàlá  
• Bí wọ́n ṣe ń tọ́jú àti kó ìdọ̀tí sí apótí tó yẹ  

A ó máa ka gbogbo ìṣe wọ̀nyí sílẹ̀ lórí fóòmù àkọsílẹ̀ tó ráyè jẹ́ kí a tọ́pa ìbáṣepọ̀ wọn pẹ̀lú ayíká tó ń yọrí sí ìdàgbàsókè alátìlẹ́yìn. Nípa bẹ́ẹ̀, a lè rí kedere bí wọ́n ṣe ń kópa, àti bí ète ẹ̀kọ́ yìí ṣe ń ṣàkóso ìwà wọn ojoojúmọ́.

Ẹ ṣéun fún ìmúlò ìmọ̀ràn yìí.  
Ẹ kí,  
[Orúkọ Rẹ]  
[Ìpò Rẹ]  
[Ọjọ́]",True
A,"Ọmọ́ ìyìn,

Ẹ ṣe púpọ̀ fún àpẹẹrẹ rere yín ti ìṣe tó fara mọ́ àkọ́kọ́ àwọn Ìlànà 3Rs: Reduce, Reuse, àti Recycle. Mo mọ̀ pé ẹ ti ráyè ṣàkóso ìṣe “Lo aṣọ ìbòjú tí a lè fọ” àti “Pín apò ìdọ̀tí sí ọ̀nà tó yẹ,” ṣùgbọ́n kí a lè mọ̀ dájú pé gbogbo R mẹ́ta wà níbẹ̀ gan-an, ẹ jọ̀wọ́ fi ìtumọ̀ kókó ọkọọkan hàn ní apá kọọkan. Lẹ́yìn náà, dahun ìbéèrè yìí:

“Ni gbígbé ìgbésẹ̀ kọọkan sílẹ̀, Èwo lára ìṣe yìí ni ẹ rò pé ó yẹ kí ń gbé síwájú jùlọ ní ìgbé ojoojúmọ́ wa, kí ó sì ṣe àkóso ìdọ̀tí dáadáa jù?”

Ẹ fi ìdáhùn yín kún fún àpẹẹrẹ kan tàbí méjì tó fihan bi ìgbésẹ̀ yẹn ṣe lè ṣiṣẹ́ lórí àgbáyé tàbí nínú ilé-ìwé wa. 

Ẹ ṣáájú ìsọ̀kan àwọn àlàyé, ẹ sì tún máa ráyè tọ́kasi bí ìṣe yìí ṣe dín ìdọ̀tí kù tàbí ṣe àbójútó àyíká.

Ẹ ṣáájú ìtẹ́síwájú!

Olùkọ́ yín,  
[Orúkọ Olùkọ́]  ",True
C,C,True
A,A,True
D,C,True
C,C,True
B,B,True
D,D,True
D,D,True
B,D,True
C,C,True
C,C,True
C,B.,True
B,D,True
C,C,True
D,C,True
C,C,True
A,A,True
B,D,True
B,C,True
B,C,True
C,C,True
A,A,True
B,B,True
C,D,True
B,D,True
D,B,True
B,D,True
A,A,True
C,D,True
B,D,True
C,D,True
C,D,True
C,"C

Mo yan C nitori pípa àwọn àdàpọ̀ sílẹ̀ gẹ́gẹ́ bí irúfẹ́ isomerism rẹ̀ kò dá lórí ìtúpalẹ̀ àwọn ẹgbẹ́ iṣẹ́-ṣíṣe, èyí tí kò bá ète “ṣàpèjúwe àwọn àdàpọ̀ ọ̀rá nípasẹ̀ àwọn ẹgbẹ́ iṣẹ́ wọn” mu.",True
A,A,True
B,D,True
B,"Olùkọ́ olólùfẹ́,

Ẹ kú ọjọ́. Ní ìbámu pẹ̀lú àfojúsùn kí awọn akẹ́kọ̀ọ́ ní agbọ́ye ìbáṣepọ̀ tó wà láàrin ìwọ̀n ooru àti ìwọ̀n gáàsì ní ipò tó ṣìlẹ̀ ní ìgbésí ayé ojoojúmọ́, ìpinnu tó dára jùlọ lára àwọn àṣàyàn ni:

“Gbígbá afẹ́fẹ́ wọlé àti gbígbé e jáde láti inú ẹ̀dọ̀fóró (bọ́ọ̀lù) àti sí i.”

Ìdí ni pé ìṣe yìí yóò jẹ́ kí àwọn ọmọ lè rí i dájú pé nígbà tí wọ́n bá mú kí ìwọ̀n ooru agbára gáàsì yí padà (nípa fífi bọọ̀lù síbi tó gbóná tàbí dín ooru kù), ìwọ̀n ìgbàsára (volume) rẹ̀ á yí padà lẹ́sẹ̀kẹsẹ̀. Ìtẹ́numọ̀ yìí ṣọ́kan pẹ̀lú Òfin Cárèsì (Charles’s Law), tó sọ pé ní tẹ́ńpárétà tó bá ń pọ̀ síi ní ìgbàsára ní ìwọ̀n àìrẹ́tí. Ní báyìí, àwọn akẹ́kọ̀ọ́ lè ṣe ìrírí taara, wò ó, ti wọn á sì lè kọ́ láti ọ̀dọ̀ ìṣe wọ́n nípa bí ìwọ̀n ooru ṣe ń ní ipa lórí ìwọ̀n gáàsì.

Pẹ̀lú ìbùkún,  
[Orúkọ Rẹ]  
[Ipò Rẹ / Ilé-Ẹ̀kọ́ Rẹ]",True
D,D,True
D,D,True
D,B,True
A,A,True
D,B,True
C,D,True
B,B,True
D,D,True
D,D,True
C,D,True
D,D,True
D,B,True
B,"Olùkọ́ ọ̀wẹ́́̀yìn,

Mo kí yín. Léyìn ìtẹ́numọ́ gbogbo àfihàn àti aṣàyẹwo, mo rí i pé ohun èlò ìkọ́ni tó dara jùlọ láti ṣàfihàn pé ìmọ́lẹ̀ máa ń padà yí lára (ìfaraṣọ́ní) àti yípo (ìtúnjú) nínígbà tí ó bá kọ́ ààlà ohun èlò méjì sí ni:

C. Ifihàn nínú kíláàsì kan ti ìmọ́lẹ̀ léésà tí ó lù ojú omi nínú àpótí omi, níbi tí a ti lè ṣakiyesi pé apá kan ìmọ́lẹ̀ náà ń tan padà àti èkejì ń yí padà ní àwọn igun tí a ti pinnu tẹ́lẹ̀.

Ẹ ṣéun fún ìtẹ́síwájú yín ní ìmọ̀ sáyẹ́ǹsì,

[Orúkọ rẹ]",True
C,D,True
C,A,True
C,C.,True
A,D,True
D,C,True
D,B,True
B,B,True
